sy_snum,sy_pnum,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_radv
1,1,,4865.00,0.75,0.81,0.110,[Fe/H],-0.651,4.60,2.630,3.39604,,-31.77
1,1,,5722.00,0.95,0.97,-0.030,[Fe/H],-0.042,4.47,4.170,3.10523,,
1,1,,5774.00,0.93,0.95,-0.160,[Fe/H],-0.069,4.49,3.550,3.52728,,
1,1,,5979.00,1.10,1.08,0.040,[Fe/H],0.509,4.39,3.470,0.50978,,
1,2,,6022.00,1.85,1.32,-0.001,[M/H],0.692,4.02,3.240,0.20152,,-26.09
1,2,,6022.00,1.85,1.32,-0.001,[M/H],0.692,4.02,3.240,0.20152,,-26.09
1,1,,4524.00,0.68,0.71,-0.020,[Fe/H],-0.768,4.63,4.370,6.53451,,
1,1,,5782.00,0.99,1.00,0.010,[Fe/H],-0.119,4.45,4.170,2.56109,,
1,1,,6101.00,2.06,1.41,0.140,[Fe/H],0.721,3.95,3.240,0.14148,,
1,1,,5665.00,0.94,0.97,0.010,[Fe/H],-0.140,4.48,4.270,6.42254,,
1,1,,5448.00,0.86,0.90,-0.020,[Fe/H],-0.255,4.53,4.570,1.96539,,
1,1,,4075.00,0.60,0.62,-0.020,[Fe/H],-1.141,4.68,4.170,4.07774,,
1,1,,4231.00,0.62,0.64,-0.090,[Fe/H],-0.957,4.67,3.720,3.30900,,
1,1,,5866.00,1.01,1.01,-0.050,[Fe/H],0.215,4.43,3.720,0.85946,,
1,1,,5653.00,0.94,0.96,0.020,[Fe/H],-0.240,4.48,4.170,4.06359,,
1,1,,4828.00,0.74,0.78,0.010,[Fe/H],-0.523,4.61,3.890,2.81287,,
1,2,,5948.00,1.21,1.10,-0.026,[M/H],0.148,4.31,2.700,2.05330,,
1,2,,5948.00,1.21,1.10,-0.026,[M/H],0.148,4.31,2.700,2.03550,,
1,1,,4422.00,0.67,0.70,-0.020,[Fe/H],-0.844,4.64,3.980,14.95658,,
1,1,,4919.00,0.74,0.79,-0.040,[Fe/H],-0.645,4.60,3.240,2.65917,,
1,1,,5756.00,1.00,1.00,0.060,[Fe/H],-0.314,4.45,4.070,1.49623,,
1,1,,5679.00,0.95,0.96,0.000,[Fe/H],0.092,4.47,4.790,1.58864,,
1,2,,5828.00,1.01,1.02,0.030,[Fe/H],0.430,4.44,3.890,0.46544,,
1,2,,5828.00,1.01,1.02,0.030,[Fe/H],0.430,4.44,3.890,0.43945,,
1,1,,4726.00,0.71,0.75,-0.060,[Fe/H],-0.652,4.62,3.720,30.77661,,
1,1,,5884.00,1.02,1.01,-0.070,[Fe/H],-0.023,4.43,3.890,3.74352,,
1,1,,5332.00,0.82,0.86,-0.070,[Fe/H],-0.351,4.55,4.370,2.94942,,
1,2,,5893.00,1.05,1.04,0.030,[Fe/H],0.531,4.42,3.550,0.39233,,
1,2,,5893.00,1.05,1.04,0.030,[Fe/H],0.531,4.42,3.550,0.42542,,
1,1,,5507.00,0.89,0.92,0.020,[Fe/H],-0.274,4.51,4.470,3.22658,,
1,2,,6012.00,1.47,1.14,0.070,[Fe/H],0.427,4.18,4.470,0.57684,,
1,2,,6012.00,1.47,1.14,0.070,[Fe/H],0.427,4.18,4.470,0.02384,,
1,1,,4961.00,0.76,0.80,-0.010,[Fe/H],-0.486,4.59,4.570,1.91210,,
1,1,,5660.00,0.93,0.95,-0.030,[Fe/H],-0.199,4.48,4.570,2.33350,,
1,1,,6159.00,1.25,1.16,0.030,[Fe/H],0.420,4.31,3.090,0.30862,,
1,1,,6046.00,1.09,1.09,-0.010,[Fe/H],0.194,4.40,2.630,0.88538,,
1,1,,5870.00,1.04,1.04,0.040,[Fe/H],0.029,4.42,3.800,3.49918,,
1,1,,6214.00,1.28,1.18,0.030,[Fe/H],0.254,4.29,2.820,0.88250,,
1,1,,5663.00,0.96,0.98,0.060,[Fe/H],-0.243,4.47,4.570,5.34191,,
1,1,,5100.00,0.78,0.81,-0.060,[Fe/H],-0.196,4.58,4.680,4.18999,3.3000,20.87
1,1,,5904.00,1.06,1.04,0.030,[Fe/H],0.304,4.41,3.980,0.73262,,
1,1,,5796.00,0.98,0.99,-0.020,[Fe/H],0.145,4.45,4.270,8.91234,,
1,3,,5272.00,0.85,0.86,0.140,[Fe/H],-0.383,4.55,11.200,2.84319,,
1,3,,5272.00,0.85,0.86,0.140,[Fe/H],-0.383,4.55,11.200,2.68413,,
1,3,,5172.00,0.81,0.86,0.070,[Fe/H],-0.383,4.56,4.680,2.53222,,
2,1,,5156.00,0.81,0.85,0.070,[Fe/H],-0.449,4.56,4.790,3.56233,,
1,1,,4908.00,0.75,0.80,0.040,[Fe/H],-0.587,4.60,3.890,4.45900,,
1,1,,5381.00,0.84,0.88,-0.040,[Fe/H],-0.083,4.54,4.470,5.83094,,
1,1,,6337.00,1.40,1.25,0.040,[Fe/H],0.394,4.24,2.400,0.56111,,
1,1,,5730.00,0.92,0.94,-0.170,[Fe/H],0.796,4.49,3.980,0.96096,,
1,1,,6087.00,1.12,1.11,0.020,[Fe/H],0.280,4.39,2.510,0.73854,,
1,1,,5965.00,1.12,1.08,0.060,[Fe/H],0.312,4.38,3.550,0.66846,,
1,1,,6541.00,1.63,1.38,0.040,[Fe/H],0.557,4.16,1.950,0.33157,,
1,1,,5820.00,1.31,1.05,0.060,[Fe/H],0.587,4.22,6.920,0.18795,,
1,1,,5655.00,0.90,0.93,-0.130,[Fe/H],0.198,4.51,4.070,1.97446,,
1,3,,5381.00,0.95,0.92,0.381,[M/H],-0.119,4.46,14.000,2.05855,,
1,3,,5381.00,0.95,0.92,0.381,[M/H],-0.119,4.46,14.000,1.38589,,
1,3,,5381.00,0.95,0.92,0.381,[M/H],-0.119,4.46,14.000,4.85605,,
1,1,,5515.00,0.87,0.90,-0.080,[Fe/H],-0.319,4.52,4.570,0.23138,,
1,1,,5728.00,0.99,1.00,0.060,[Fe/H],0.355,4.45,4.570,0.40099,,
1,1,,4712.00,0.72,0.77,0.060,[Fe/H],-0.754,4.62,2.820,1.71211,,
1,1,,5863.00,1.29,1.06,0.060,[Fe/H],0.249,4.24,6.460,1.35936,,
1,1,,5659.00,0.94,0.96,0.010,[Fe/H],0.079,4.48,4.370,0.08704,,
1,1,,5831.00,1.04,1.03,0.060,[Fe/H],0.052,4.42,4.170,0.73979,,
1,1,,6182.00,1.27,1.18,0.050,[Fe/H],0.304,4.29,2.950,1.22806,,
1,1,,5675.00,0.95,0.96,0.010,[Fe/H],-0.073,4.47,4.270,1.01784,,
1,1,,5256.00,0.81,0.86,-0.010,[Fe/H],-0.166,4.56,4.170,0.78624,,
1,1,,5097.00,0.78,0.82,-0.010,[Fe/H],-0.464,4.58,4.680,2.23047,,
1,1,,5515.00,0.99,1.02,0.360,[Fe/H],-0.087,4.46,3.700,1.47000,2.0000,-20.00
1,5,,5560.00,0.94,0.94,-0.020,[Fe/H],-0.161,4.47,4.570,2.11056,,
1,5,,5560.00,0.94,0.94,-0.020,[Fe/H],-0.161,4.47,4.570,2.25264,,
1,5,,5560.00,0.94,0.94,-0.020,[Fe/H],-0.161,4.47,4.570,2.24715,,
1,5,,5560.00,0.94,0.94,-0.020,[Fe/H],-0.161,4.47,4.570,0.09259,,
1,5,,5528.00,0.91,0.97,-0.020,[Fe/H],-0.161,4.51,4.570,1.84291,,
1,1,,5845.00,1.00,1.00,-0.050,[Fe/H],0.275,4.44,4.070,0.05326,,
1,1,,6229.00,1.30,1.20,0.040,[Fe/H],0.202,4.28,2.750,1.33607,,
1,1,,6666.00,1.72,1.44,0.050,[Fe/H],0.742,4.13,1.700,0.39395,,
1,1,,5069.00,0.74,0.77,-0.190,[Fe/H],-0.144,4.59,5.130,2.07895,,
1,1,,5393.00,0.81,0.85,-0.170,[Fe/H],0.468,4.55,4.470,0.28092,,
1,1,,5686.00,0.86,0.93,-0.180,[Fe/H],0.149,4.54,1.700,0.69052,,
1,1,,5676.00,0.93,0.95,-0.050,[Fe/H],0.426,4.49,3.980,0.38064,,
1,1,,5410.00,0.85,0.89,-0.030,[Fe/H],-0.324,4.53,4.570,2.45597,,-24.51
1,1,,6158.00,1.22,1.14,0.010,[Fe/H],0.537,4.32,2.690,0.23816,,
1,1,,5780.00,0.99,1.00,0.030,[Fe/H],0.399,4.45,3.980,0.75163,,
1,2,,5460.00,0.83,0.87,0.124,[M/H],-0.334,4.55,4.600,3.74862,,
1,2,,5460.00,0.83,0.87,0.124,[M/H],-0.334,4.55,4.600,7.40274,,
1,1,,6200.00,1.28,1.19,0.040,[Fe/H],0.377,4.29,2.750,0.68214,,
1,1,,6064.00,1.29,1.17,0.140,[Fe/H],0.838,4.28,3.310,0.35178,,
1,1,,4372.00,0.67,0.73,0.200,[Fe/H],-1.695,4.64,1.780,6.76000,,-19.67
1,1,,5617.00,0.97,0.99,0.140,[Fe/H],-0.170,4.46,3.980,1.26197,,
1,2,,6145.00,1.29,1.20,0.119,[Fe/H],0.328,4.29,2.900,0.78700,,-26.60
1,2,,6145.00,1.29,1.20,0.119,[Fe/H],0.328,4.29,2.900,0.78700,,-26.60
1,1,,6511.00,1.41,1.30,0.070,[Fe/H],0.566,4.26,1.820,0.50965,,
1,1,,5904.00,1.07,1.04,0.030,[Fe/H],0.446,4.40,4.070,0.22616,,
1,1,,7010.00,1.95,1.58,0.010,[Fe/H],0.879,4.06,1.380,0.31982,,
1,1,,6846.00,1.88,1.54,0.060,[Fe/H],0.691,4.08,1.480,0.54301,,
1,1,,5644.00,0.91,0.94,-0.070,[Fe/H],0.326,4.50,3.980,0.29222,,
1,2,,5088.00,0.72,0.83,-0.160,[Fe/H],-0.465,4.61,2.000,1.53369,,
1,2,,5088.00,0.72,0.83,-0.160,[Fe/H],-0.465,4.61,2.000,11.16448,,
1,1,,4677.00,0.71,0.76,0.040,[Fe/H],-0.673,4.61,4.470,0.47074,,
1,1,,5042.00,0.76,0.81,-0.050,[Fe/H],-0.569,4.59,4.470,3.42574,,-21.95
1,1,,5706.00,0.93,0.96,-0.070,[Fe/H],0.092,4.49,3.890,2.27158,,
1,1,,5708.00,0.96,0.97,0.000,[Fe/H],-0.099,4.46,4.370,3.37522,,
1,1,,6179.00,1.25,1.17,0.040,[Fe/H],-0.006,4.31,2.880,1.96319,,
1,1,,5748.00,1.04,1.07,0.270,[Fe/H],-0.011,4.44,2.820,1.17993,,-18.79
1,1,,4601.00,0.69,0.73,-0.010,[Fe/H],-0.707,4.62,4.680,6.31698,,
1,1,,6224.00,1.32,1.21,0.070,[Fe/H],0.482,4.27,2.820,0.31933,,
1,1,,5857.00,1.03,1.03,0.030,[Fe/H],-0.064,4.43,3.890,1.72820,,
1,1,,5048.00,0.77,0.81,-0.030,[Fe/H],-0.520,4.58,4.790,10.95654,,
1,2,,5404.00,0.89,0.83,-0.120,[Fe/H],-0.446,4.45,13.800,5.61288,,
1,2,,5404.00,0.89,0.83,-0.120,[Fe/H],-0.446,4.45,13.800,5.68569,,
1,2,,5477.00,0.88,0.92,0.030,[Fe/H],-0.311,4.52,4.270,2.25028,,
1,2,,5477.00,0.88,0.92,0.030,[Fe/H],-0.311,4.52,4.270,2.76538,,
1,1,,6260.00,1.27,1.16,-0.030,[Fe/H],0.304,4.29,2.820,0.92465,,
1,1,,5559.00,0.88,0.91,-0.100,[Fe/H],-0.141,4.51,4.270,2.32608,,
1,1,,6431.00,1.51,1.31,0.030,[Fe/H],0.662,4.20,2.190,0.43857,,
1,1,,5442.00,0.86,0.90,-0.010,[Fe/H],-0.233,4.52,4.570,6.81343,,
1,1,,6021.00,1.11,1.08,0.000,[Fe/H],0.165,4.38,3.470,0.98758,,
1,1,,4434.00,0.67,0.71,0.050,[Fe/H],-0.822,4.64,2.950,0.28680,,
1,1,,5079.00,0.77,0.81,-0.080,[Fe/H],-0.423,4.58,5.010,9.67479,,
1,1,,5837.00,1.03,1.03,0.020,[Fe/H],-0.085,4.42,4.370,1.25633,,
1,1,,5176.00,0.80,0.84,-0.010,[Fe/H],-0.426,4.57,4.790,3.02160,,
1,5,,5690.00,1.00,0.98,-0.040,[Fe/H],0.033,4.42,4.470,5.84640,,
1,5,,5690.00,1.00,0.98,-0.040,[Fe/H],0.033,4.42,4.470,0.50914,,
1,5,,5769.00,0.98,0.98,-0.040,[Fe/H],0.033,4.45,4.470,1.12051,,
1,5,,5769.00,0.98,0.98,-0.040,[Fe/H],0.033,4.45,4.470,1.18089,,
1,5,,5769.00,0.98,0.98,-0.040,[Fe/H],0.033,4.45,4.470,1.03249,,
2,1,,4540.00,0.69,0.74,0.100,[Fe/H],-0.818,4.63,2.510,107.44923,,
1,1,,5282.00,0.81,0.86,-0.040,[Fe/H],-0.336,4.56,4.470,10.44514,,
1,4,,5564.00,0.99,0.94,0.060,[Fe/H],0.070,4.41,8.510,0.92434,,-8.14
1,4,,5564.00,0.99,0.94,0.060,[Fe/H],0.070,4.41,8.510,0.92434,,-8.14
1,4,,5564.00,0.99,0.94,0.060,[Fe/H],0.070,4.41,8.510,0.92434,,-8.14
1,4,,5564.00,0.99,0.94,0.060,[Fe/H],0.070,4.41,8.510,0.92434,,-8.14
1,1,,6561.00,1.65,1.39,0.070,[Fe/H],0.487,4.14,1.910,0.75391,35.0000,-7.87
1,1,,4886.00,0.74,0.81,0.020,[Fe/H],-0.606,4.61,2.340,2.06000,,
1,1,,5201.00,0.80,0.84,-0.060,[Fe/H],-0.277,4.57,4.470,4.68026,,
1,1,,5623.00,0.93,0.95,0.010,[Fe/H],-0.130,4.48,3.720,1.92028,,
1,1,,6078.00,1.18,1.12,0.040,[Fe/H],0.222,4.34,3.390,0.71633,,
1,1,,5706.00,0.97,0.99,0.050,[Fe/H],-0.307,4.46,4.370,4.08760,,
1,1,,5324.00,0.84,0.88,0.020,[Fe/H],-0.273,4.54,4.790,1.90642,,
1,2,M0 V,4508.00,0.62,0.64,-0.142,[M/H],-1.210,4.68,2.900,1.00752,,
1,2,M0 V,4508.00,0.62,0.64,-0.142,[M/H],-1.210,4.68,2.900,4.11000,,
1,1,,5991.00,1.11,1.07,0.010,[Fe/H],0.119,4.38,3.550,1.46229,,
1,1,,6136.00,1.22,1.14,0.010,[Fe/H],0.244,4.32,2.880,1.10553,,
1,1,,5202.00,0.78,0.85,-0.070,[Fe/H],-0.201,4.58,3.310,1.71000,,
1,1,,5288.00,0.81,0.85,-0.090,[Fe/H],-0.338,4.56,4.570,2.03642,,
1,1,,5297.00,0.81,0.84,-0.100,[Fe/H],-0.393,4.56,4.680,2.48796,,
1,1,,5866.00,1.06,1.04,0.030,[Fe/H],0.389,4.40,4.370,0.72654,,
1,1,,5608.00,0.95,0.97,0.080,[Fe/H],-0.231,4.47,4.900,8.39086,,
1,1,,6099.00,1.17,1.11,0.020,[Fe/H],0.119,4.34,3.310,2.12805,,
1,1,,5101.00,0.79,0.83,0.000,[Fe/H],-0.480,4.57,4.900,3.74289,,
1,1,,5316.00,0.82,0.86,-0.040,[Fe/H],-0.276,4.55,4.270,1.67188,,
1,2,,5094.00,0.81,0.84,0.254,[M/H],-0.440,4.55,5.370,1.63761,,
1,2,,5094.00,0.81,0.84,0.254,[M/H],-0.440,4.55,5.370,2.29229,,
1,1,,5815.00,1.02,1.02,0.040,[Fe/H],-0.034,4.43,4.170,1.41640,,
1,1,,5957.00,1.11,1.07,0.040,[Fe/H],-0.020,4.38,3.390,2.00283,,
1,1,,5760.00,1.05,1.02,0.110,[Fe/H],0.491,4.41,4.790,0.38317,,
1,1,,5765.00,0.99,1.00,0.020,[Fe/H],-0.010,4.45,4.070,0.28641,,
1,1,,5528.00,0.90,0.93,0.030,[Fe/H],-0.135,4.50,4.570,1.57821,,
1,1,,4940.00,0.73,0.76,-0.160,[Fe/H],-0.564,4.60,5.620,2.54419,,
1,1,,5254.00,0.81,0.84,-0.070,[Fe/H],-0.437,4.56,5.010,2.85988,,
1,1,,5655.00,0.93,0.95,-0.030,[Fe/H],-0.122,4.49,4.170,1.90062,,
1,1,,5956.00,1.19,1.09,0.090,[Fe/H],0.258,4.32,4.570,0.54814,,
1,1,,6319.00,1.40,1.25,0.060,[Fe/H],0.335,4.24,2.450,1.38609,,
1,3,,5774.00,1.04,1.02,-0.059,[M/H],0.091,4.39,4.070,1.38122,,
1,3,,5774.00,1.04,1.02,-0.059,[M/H],0.091,4.39,4.070,1.29576,,
1,3,,5866.00,1.03,1.02,-0.010,[Fe/H],0.091,4.42,4.070,6.48970,,
1,1,,5550.00,0.89,0.92,-0.040,[Fe/H],0.414,4.50,4.170,0.44967,,
1,1,,6297.00,1.39,1.23,0.040,[Fe/H],0.194,4.24,2.340,3.35780,,
1,1,,5618.00,0.95,0.97,0.080,[Fe/H],0.373,4.47,4.790,2.94225,,
1,1,,5808.00,1.00,1.01,0.020,[Fe/H],0.169,4.44,4.070,0.97758,,
1,1,,5892.00,1.08,1.06,0.080,[Fe/H],0.156,4.40,3.800,0.96902,,
1,1,,5667.00,0.92,0.95,-0.070,[Fe/H],-0.037,4.49,4.170,2.61888,,
1,1,,5876.00,1.06,1.05,0.050,[Fe/H],-0.063,4.40,4.070,1.59966,,
1,1,,4862.00,0.74,0.78,0.000,[Fe/H],-0.607,4.60,4.270,2.23018,,
1,1,,5545.00,0.86,0.90,-0.130,[Fe/H],-0.165,4.53,4.270,2.00730,,
1,1,,4584.00,0.70,0.75,0.110,[Fe/H],-0.940,4.63,2.240,2.42054,,
1,2,,4623.00,0.62,0.66,-0.030,[Fe/H],-0.757,4.66,13.900,0.50919,,
1,2,,4623.00,0.62,0.66,-0.030,[Fe/H],-0.757,4.66,13.900,2.46093,,
1,1,,6228.00,2.15,1.47,0.120,[Fe/H],0.926,3.94,2.750,0.09572,,-9.01
1,1,,6022.00,1.23,1.12,0.070,[Fe/H],0.391,4.31,4.170,0.50483,,-6.34
1,1,,3208.00,0.30,0.28,0.480,[Fe/H],-2.389,4.93,7.760,26.12704,,
1,1,,5645.00,0.91,0.94,-0.070,[Fe/H],-0.018,4.49,4.270,1.12325,,-76.09
1,1,,6069.00,1.13,1.10,0.000,[Fe/H],0.252,4.37,3.310,1.98810,,
1,1,,5538.00,0.91,0.94,0.080,[Fe/H],-0.434,4.50,4.370,8.05131,,
1,1,,6681.00,1.75,1.45,0.060,[Fe/H],0.183,4.12,1.700,1.35176,,
1,1,,5933.00,1.22,1.08,0.070,[Fe/H],0.326,4.30,5.010,0.54468,,
1,1,,5817.00,0.99,0.96,-0.140,[Fe/H],0.320,4.43,5.500,1.26826,,
1,1,,6166.00,1.25,1.18,0.080,[Fe/H],0.329,4.32,2.750,0.62556,,
1,2,M0 V,4625.00,0.66,0.63,-0.280,[Fe/H],-0.754,4.65,2.510,5.02511,,
1,2,M0 V,4625.00,0.66,0.63,-0.280,[Fe/H],-0.754,4.65,2.510,4.00084,,
1,1,,6053.00,1.16,1.11,0.030,[Fe/H],0.063,4.35,3.390,1.49506,,
1,1,,6082.00,1.16,1.10,0.010,[Fe/H],0.434,4.35,3.240,0.92539,,
1,1,,6213.00,1.28,1.18,0.040,[Fe/H],0.507,4.29,2.690,0.58289,,
1,1,,4995.00,0.77,0.81,0.020,[Fe/H],-0.652,4.59,3.630,2.14000,,
1,1,,5946.00,1.08,1.06,0.030,[Fe/H],0.000,4.39,3.890,3.63808,,
1,1,,5203.00,0.80,0.84,-0.020,[Fe/H],-0.363,4.56,4.680,2.74456,,
1,1,,5706.00,0.92,0.95,-0.110,[Fe/H],0.431,4.49,3.890,0.42377,,
1,1,,6377.00,1.39,1.25,0.020,[Fe/H],0.434,4.24,2.400,0.81600,,
1,1,,5940.00,1.09,1.07,0.040,[Fe/H],-0.039,4.39,3.800,1.92063,,
1,1,,5767.00,0.99,0.99,0.020,[Fe/H],0.241,4.45,4.270,0.78973,,
2,1,,4450.00,0.65,0.69,-0.300,[m/H],-0.903,4.65,3.800,3.56300,,-32.36
1,3,,5471.00,1.12,0.97,0.140,[Fe/H],0.004,4.47,1.600,1.20000,,
1,3,,5471.00,1.12,0.97,0.140,[Fe/H],0.004,4.47,1.600,1.20000,,
1,3,,5471.00,1.12,0.97,0.140,[Fe/H],0.004,4.47,1.600,1.20000,,
1,1,,5214.00,0.82,0.86,0.070,[Fe/H],-0.339,4.55,4.680,2.68951,,
1,1,,5869.00,1.07,1.04,0.050,[Fe/H],0.085,4.40,4.270,0.54774,,
1,1,,6296.00,1.36,1.22,0.020,[Fe/H],0.201,4.25,2.510,1.21717,,
1,1,,6241.00,1.31,1.21,0.070,[Fe/H],0.706,4.28,2.820,0.30293,,
1,1,,4976.00,0.76,0.81,0.020,[Fe/H],-0.527,4.59,4.170,3.06854,,
1,1,,5280.00,0.82,0.86,-0.010,[Fe/H],0.429,4.55,4.680,2.95143,,-41.69
1,1,,5422.00,0.86,0.90,0.010,[Fe/H],-0.171,4.53,4.270,1.19000,,
1,1,,6116.00,1.21,1.14,0.050,[Fe/H],0.709,4.33,3.160,0.25152,,
1,1,,4992.00,0.72,0.75,-0.240,[Fe/H],-0.537,4.61,5.130,1.98837,,
1,1,,6132.00,1.27,1.18,0.100,[Fe/H],0.484,4.29,3.020,0.22412,,
1,2,,5078.00,0.81,0.86,0.070,[Fe/H],-0.447,4.55,4.680,6.71333,,
1,2,,5078.00,0.81,0.86,0.070,[Fe/H],-0.447,4.55,4.680,24.23054,,
1,1,,5383.00,0.87,0.91,0.100,[Fe/H],-0.483,4.52,4.680,2.71100,,
1,1,,5605.00,0.93,0.94,0.010,[Fe/H],-0.113,4.49,5.010,0.30556,,
1,1,,5643.00,0.94,0.96,0.030,[Fe/H],-0.188,4.48,4.570,1.72996,,
1,1,,6005.00,1.12,1.08,0.010,[Fe/H],0.638,4.37,3.550,0.35882,,
1,1,,5121.00,0.76,0.79,-0.170,[Fe/H],-0.271,4.58,5.500,1.34731,,
1,1,,5865.00,1.05,1.04,0.060,[Fe/H],0.389,4.42,3.890,0.01114,,
1,1,,6266.00,1.34,1.21,0.020,[Fe/H],0.638,4.26,2.750,0.28392,,
1,1,,6167.00,1.22,1.15,0.010,[Fe/H],0.341,4.32,3.020,0.30973,,
1,1,,6620.00,1.65,1.41,0.040,[Fe/H],0.690,4.15,1.780,0.77868,,
1,1,,5852.00,1.00,1.00,-0.070,[Fe/H],0.326,4.44,4.270,0.44411,,
1,2,,5816.00,0.96,0.95,0.030,[Fe/H],0.155,4.44,3.020,1.64288,,
1,2,,5816.00,0.96,0.95,0.030,[Fe/H],0.155,4.44,3.020,0.93116,,
1,1,,6157.00,1.23,1.15,0.030,[Fe/H],0.293,4.31,3.020,4.11039,,
1,1,,6158.00,1.24,1.15,0.030,[Fe/H],0.478,4.31,2.690,0.81792,,
1,1,,6436.00,1.50,1.31,0.040,[Fe/H],0.373,4.20,2.190,0.82231,,
1,1,,5772.00,1.00,1.00,0.040,[Fe/H],-0.172,4.44,4.270,3.20972,,
1,1,,3636.00,0.47,0.50,0.060,[Fe/H],-1.323,4.78,4.470,4.32842,,
1,1,,5677.00,0.94,0.96,0.010,[Fe/H],0.437,4.48,4.370,0.43238,,
1,1,,6826.00,1.85,1.51,0.040,[Fe/H],0.611,4.08,1.550,0.98942,,
1,1,,5445.00,0.84,0.87,-0.100,[Fe/H],-0.303,4.54,4.680,3.00576,,
1,1,,3724.00,0.52,0.55,0.170,[Fe/H],-1.330,4.74,5.130,4.31349,4.3000,-16.36
1,1,,5776.00,1.01,1.01,0.050,[Fe/H],-0.134,4.44,4.270,2.09831,5.9000,-15.42
1,2,,5776.00,0.92,0.88,0.141,[M/H],-0.138,4.52,4.270,2.11347,,
1,2,,5776.00,0.92,0.88,0.141,[M/H],-0.138,4.52,4.270,3.42751,,
1,1,,4736.00,0.63,0.66,-0.460,[Fe/H],-0.646,4.66,5.010,7.73631,,
1,1,,5679.00,0.95,0.97,0.040,[Fe/H],0.007,4.47,4.170,4.00557,,
1,1,,6137.00,1.19,1.12,0.000,[Fe/H],0.406,4.33,3.090,0.47119,,-56.53
1,1,,6256.00,1.32,1.20,0.020,[Fe/H],0.646,4.27,2.820,0.15864,,
1,1,,5474.00,0.89,0.92,0.020,[Fe/H],-0.265,4.51,4.470,1.46428,,
1,1,,5347.00,0.85,0.89,0.060,[Fe/H],-0.280,4.53,4.900,0.21977,,
1,1,,5797.00,1.02,1.01,0.030,[Fe/H],0.237,4.43,3.980,0.68540,,
1,1,,5789.00,1.02,1.02,0.070,[Fe/H],0.023,4.43,4.170,0.30143,,
1,1,,5710.00,0.95,0.97,-0.010,[Fe/H],-0.114,4.47,4.370,0.40427,,
1,1,,6150.00,1.18,1.12,-0.030,[Fe/H],0.145,4.34,3.160,2.98927,,
1,3,,5888.00,1.15,1.09,0.000,[Fe/H],0.113,4.33,0.620,7.98815,,
1,3,,5888.00,1.15,1.09,0.000,[Fe/H],0.113,4.33,0.620,3.35490,,
1,3,,5888.00,1.15,1.09,0.000,[Fe/H],0.113,4.33,0.620,6.40225,,
1,1,,6324.00,1.43,1.27,0.100,[Fe/H],0.470,4.23,2.400,0.27467,,
1,2,,6152.00,1.19,1.12,-0.020,[Fe/H],0.131,4.34,3.020,0.57811,,
1,2,,6152.00,1.19,1.12,-0.020,[Fe/H],0.131,4.34,3.020,1.39791,,
1,2,,5355.00,0.84,0.88,-0.010,[Fe/H],-0.405,4.54,4.470,6.63612,,
1,2,,5355.00,0.84,0.88,-0.010,[Fe/H],-0.405,4.54,4.470,5.96613,,
1,1,,5508.00,0.88,0.92,-0.010,[Fe/H],-0.472,4.52,3.890,3.35637,,
1,1,,5499.00,0.86,0.89,-0.100,[Fe/H],-0.215,4.53,4.270,1.00918,,
1,1,,5812.00,1.02,1.02,0.040,[Fe/H],0.336,4.43,4.170,0.63558,5.0000,-82.15
1,1,,3299.00,0.26,0.24,0.040,[Fe/H],-1.780,5.01,4.680,9.78459,,
2,1,,6210.00,1.79,1.22,-0.140,[Fe/H],0.644,4.02,4.400,0.30649,8.4000,18.00
1,2,,3240.00,0.23,0.20,-0.150,[M/H],-2.287,5.00,,22.91997,,
1,2,,3240.00,0.23,0.20,-0.150,[M/H],-2.287,5.00,,22.91997,,
1,2,,5211.00,0.77,0.79,0.120,[Fe/H],-0.472,4.54,10.500,0.42495,0.2000,-23.59
1,2,,5211.00,0.77,0.79,0.120,[Fe/H],-0.472,4.54,10.500,4.92783,0.2000,-23.59
1,1,,3410.00,0.33,0.33,-0.110,[Fe/H],-1.871,4.86,13.900,8.73000,,
2,1,,3713.00,0.50,0.52,-0.160,[Fe/H],-1.368,4.84,,4.10000,1.1000,4.06
1,1,,3638.00,0.38,0.40,-0.300,[Fe/H],-1.638,4.88,3.200,7.05000,,
1,1,,4807.00,0.69,0.72,-0.180,[Fe/H],-0.636,4.62,7.700,2.16000,,
1,1,G5 V,5597.00,1.18,1.01,-0.088,[Fe/H],0.090,4.30,5.000,0.87600,2.0000,
1,1,G0 V,6148.00,1.03,1.03,-0.240,[Fe/H],0.143,4.36,2.560,1.30000,3.5000,
1,1,,5731.00,1.10,1.03,0.190,[Fe/H],0.021,4.37,6.310,1.22864,2.8000,-39.29
1,1,,6216.00,2.89,1.45,-0.180,[m/H],1.206,3.67,2.010,0.11300,33.9500,-20.98
1,3,,5413.00,0.74,0.88,-0.030,[Fe/H],-0.385,4.62,0.800,3.36870,,
1,3,,5413.00,0.74,0.88,-0.030,[Fe/H],-0.385,4.62,0.800,2.83200,,
1,3,,5350.00,0.83,0.88,-0.030,[Fe/H],-0.385,4.55,4.470,2.54733,,
2,1,K,5100.00,0.76,0.84,-0.120,[M/H],-0.513,4.66,2.000,4.62644,2.5000,
1,1,,3844.00,0.63,0.61,0.060,[Fe/H],-1.109,4.63,0.000,3.46716,,
