sy_snum,sy_pnum,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,st_radv
1,2,5349.15,0.94,0.92,0.040,-0.185,4.45,,1.5557,
1,2,5349.15,0.94,0.92,0.040,-0.185,4.45,,1.5557,
1,2,5459.00,0.88,,,,,,,
1,2,5774.00,0.96,0.94,-0.100,,4.45,,6.5677,
1,2,5774.00,0.98,,,,4.45,,,
1,2,5752.00,0.96,0.93,,,4.44,6.600,,
1,2,5535.00,0.90,0.93,0.030,,4.50,4.680,,
1,2,5349.15,0.94,0.92,0.040,-0.185,4.45,,1.5557,
1,2,5774.00,0.98,,,,4.45,,,
1,2,5752.00,0.96,0.93,,,4.44,6.600,,
1,2,5459.00,0.88,,,,,,,
1,2,5535.00,0.90,0.93,0.030,,4.50,4.680,,
1,2,5774.00,0.96,0.94,-0.100,,4.45,,1.1221,
1,2,5349.15,0.94,0.92,0.040,-0.185,4.45,,1.5557,
1,2,5349.15,0.94,0.92,0.040,-0.185,4.45,,1.5557,
1,2,5774.00,0.96,0.94,-0.100,,4.45,,1.1221,
1,2,5774.00,0.96,0.94,-0.100,,4.45,,3.1870,
1,2,5774.00,0.96,0.94,-0.100,,4.45,,1.1221,
1,2,4515.00,0.68,0.72,-0.020,,4.64,2.750,,
1,2,4386.00,0.63,0.62,-0.260,,4.63,,7.2383,
1,2,4386.00,0.63,0.62,-0.260,,4.63,,7.2383,
1,2,4539.31,,,0.191,,,,,
1,2,4386.00,0.63,0.62,-0.260,,4.63,,7.2383,
1,2,,,0.70,,,,,,
1,2,4539.31,,,0.191,,,,,
1,2,4401.00,0.58,0.61,,,4.70,13.900,,
1,2,4504.00,0.62,,,,4.68,,,
1,2,4500.00,0.65,0.71,-0.020,,4.66,,6.2065,
1,2,4539.31,,,0.191,,,,,
1,2,,,0.70,,,,,,
1,2,4539.31,,,0.191,,,,,
1,2,4401.00,0.58,0.61,,,4.70,13.900,,
1,2,4539.31,,,0.191,,,,,
1,2,4386.00,0.63,0.62,-0.260,,4.63,,25.5020,
1,2,4386.00,0.63,0.62,-0.260,,4.63,,25.5020,
1,2,4386.00,0.63,0.62,-0.260,,4.63,,25.5020,
1,2,4515.00,0.68,0.72,-0.020,,4.64,2.750,,
1,2,4504.00,0.62,,,,4.68,,,
1,2,4500.00,0.65,0.71,-0.020,,4.66,,1.1391,
1,2,5511.00,0.89,,,,,,,
1,2,6032.00,1.00,1.06,-0.020,,4.46,,1.6845,
1,2,6032.00,1.00,1.06,-0.020,,4.46,,11.7941,
1,2,5543.00,0.91,0.98,,-0.153,4.51,,1.8355,
1,2,6032.00,1.00,1.06,-0.020,,4.46,,11.7941,
1,2,5543.00,0.91,0.98,,-0.153,4.51,,1.8355,
1,2,5996.00,0.96,1.02,,,4.48,1.700,,
1,2,6032.00,1.00,1.06,-0.020,,4.46,,11.7941,
1,2,5640.00,0.92,0.95,0.000,,4.49,3.980,,
1,2,6033.00,1.02,,,,4.46,,,
1,2,5543.00,0.91,0.98,,-0.153,4.51,,1.8355,
1,2,5543.00,0.91,0.98,,-0.153,4.51,,1.8355,
1,2,6033.00,1.02,,,,4.46,,,
1,2,5543.00,0.91,0.98,,-0.153,4.51,,1.8355,
1,2,5511.00,0.89,,,,,,,
1,2,5640.00,0.92,0.95,0.000,,4.49,3.980,,
1,2,6032.00,1.00,1.06,-0.020,,4.46,,4.1918,
1,2,5996.00,0.96,1.02,,,4.48,1.700,,
1,2,6032.00,1.00,1.06,-0.020,,4.46,,4.1918,
1,2,6032.00,1.00,1.06,-0.020,,4.46,,4.1918,
1,2,6032.00,1.00,1.06,-0.020,,4.46,,2.1352,
1,2,5543.00,0.91,0.98,,-0.153,4.51,,1.8355,
1,2,5592.00,1.45,1.00,0.160,,4.12,,0.1433,
1,2,6092.00,1.00,1.07,-0.060,,4.47,,0.1333,
1,2,5833.00,1.45,1.05,,0.342,4.14,,0.4834,
1,2,6064.00,0.96,1.06,,,4.50,0.300,,
1,2,5892.00,1.06,1.05,0.040,,4.41,3.890,,
1,2,5833.00,1.45,1.05,,0.342,4.14,,0.4834,
1,2,6088.00,1.00,,,,4.47,,,
1,2,5704.00,1.48,,,,,,,
1,2,6092.00,1.00,1.07,-0.060,,4.47,,0.1333,
1,2,6092.00,1.00,1.07,-0.060,,4.47,,0.1333,
1,2,5833.00,1.45,1.05,,0.342,4.14,,0.4834,
1,2,6092.00,1.00,1.07,-0.060,,4.47,,2.2877,
1,2,5833.00,1.45,1.05,,0.342,4.14,,0.4834,
1,2,5833.00,1.45,1.05,,0.342,4.14,,0.4834,
1,2,5833.00,1.45,1.05,,0.342,4.14,,0.4834,
1,2,6092.00,1.00,1.07,-0.060,,4.47,,2.2877,
1,2,5592.00,1.45,1.00,0.160,,4.12,,0.0462,
1,2,5892.00,1.06,1.05,0.040,,4.41,3.890,,
1,2,6088.00,1.00,,,,4.47,,,
1,2,5704.00,1.48,,,,,,,
1,2,6092.00,1.00,1.07,-0.060,,4.47,,2.2877,
1,2,6395.00,1.19,1.20,0.020,,4.37,,7.0493,
1,2,6503.59,1.30,1.33,-0.128,0.433,4.34,,0.8597,
1,2,6395.00,1.19,1.20,0.020,,4.37,,7.0493,
1,2,6421.00,1.32,,,,,,,
1,2,6503.59,1.30,1.33,-0.128,0.433,4.34,,0.8597,
1,2,6361.00,1.08,1.16,,,4.43,0.290,,
1,2,6503.59,1.30,1.33,-0.128,0.433,4.34,,0.8597,
1,2,6388.00,1.40,1.26,0.100,,4.24,,3.5363,
1,2,6177.00,1.36,,,,4.24,,,
1,2,6412.00,1.39,1.27,0.070,,4.25,2.290,,
1,2,6395.00,1.19,1.20,0.020,,4.37,,7.0493,
1,2,6421.00,1.32,,,,,,,
1,2,6395.00,1.19,1.20,0.020,,4.37,,0.7118,
1,2,6503.59,1.30,1.33,-0.128,0.433,4.34,,0.8597,
1,2,6503.59,1.30,1.33,-0.128,0.433,4.34,,0.8597,
1,2,6177.00,1.36,,,,4.24,,,
1,2,6412.00,1.39,1.27,0.070,,4.25,2.290,,
1,2,6503.59,1.30,1.33,-0.128,0.433,4.34,,0.8597,
1,2,6388.00,1.40,1.26,0.100,,4.24,,1.1779,
1,2,6395.00,1.19,1.20,0.020,,4.37,,0.7118,
1,2,6395.00,1.19,1.20,0.020,,4.37,,0.7118,
1,2,5941.00,0.91,1.00,-0.140,,4.52,,3.4816,
1,2,5941.00,0.91,1.00,-0.140,,4.52,,3.4816,
1,2,5934.00,0.91,1.02,,,4.52,0.400,,
1,2,5884.00,0.99,,,,,,,
1,2,5941.00,0.91,1.00,-0.140,,4.52,,3.4816,
1,2,,0.91,1.00,,,,,,
1,2,6111.00,1.20,1.12,0.030,,4.34,3.090,,
1,2,5665.19,1.03,1.01,0.151,-0.007,4.42,,1.3054,
1,2,5665.19,1.03,1.01,0.151,-0.007,4.42,,1.3054,
1,2,5956.00,0.93,,,,4.52,,,
1,2,5665.19,1.03,1.01,0.151,-0.007,4.42,,1.3054,
1,2,5741.00,0.96,1.03,0.160,,4.49,,3.3024,
1,2,5956.00,0.93,,,,4.52,,,
1,2,5941.00,0.91,1.00,-0.140,,4.52,,2.8443,
1,2,5934.00,0.91,1.02,,,4.52,0.400,,
1,2,5884.00,0.99,,,,,,,
1,2,,0.91,1.00,,,,,,
1,2,5741.00,0.96,1.03,0.160,,4.49,,3.2380,
1,2,5665.19,1.03,1.01,0.151,-0.007,4.42,,1.3054,
1,2,5941.00,0.91,1.00,-0.140,,4.52,,2.8443,
1,2,6111.00,1.20,1.12,0.030,,4.34,3.090,,
1,2,5665.19,1.03,1.01,0.151,-0.007,4.42,,1.3054,
1,2,5665.19,1.03,1.01,0.151,-0.007,4.42,,1.3054,
1,2,5941.00,0.91,1.00,-0.140,,4.52,,2.8443,
2,1,5606.00,1.03,0.89,-0.340,-0.027,4.36,,,
1,3,6186.00,1.53,,,,4.15,,,
1,3,6492.30,1.29,1.33,0.041,0.428,4.34,,0.8646,
1,3,6217.00,1.25,1.00,-0.320,,4.25,,0.4985,
1,3,6222.00,1.36,1.19,0.010,,4.24,3.240,,
1,3,6234.00,1.33,1.13,,,4.24,4.000,,
1,3,6492.30,1.29,1.33,0.041,0.428,4.34,,0.8646,
1,3,6217.00,1.25,1.00,-0.320,,4.25,,0.4985,
1,3,6186.00,1.42,,,,,,,
1,3,6217.00,1.25,1.00,-0.320,,4.25,,0.4985,
1,3,6188.00,1.47,1.11,-0.080,,4.15,,0.3974,
1,3,6217.00,1.25,1.00,-0.320,,4.25,,0.9491,
1,3,6217.00,1.25,1.00,-0.320,,4.25,,0.9491,
1,3,6186.00,1.42,,,,,,,
1,3,6492.30,1.29,1.33,0.041,0.428,4.34,,0.8646,
1,3,6492.30,1.29,1.33,0.041,0.428,4.34,,0.8646,
1,3,6217.00,1.25,1.00,-0.320,,4.25,,0.9491,
1,3,6188.00,1.47,1.11,-0.080,,4.15,,0.1344,
1,3,,1.25,1.00,,,4.24,,,
1,3,,1.25,1.00,,,,,,
1,3,6234.00,1.33,1.13,,,4.24,4.000,,
1,3,6492.30,1.29,1.33,0.041,0.428,4.34,,0.8646,
1,3,6222.00,1.36,1.19,0.010,,4.24,3.240,,
1,3,,1.25,1.00,,,4.24,,,
1,3,6492.30,1.29,1.33,0.041,0.428,4.34,,0.8646,
1,3,6217.00,1.25,1.00,-0.320,,4.25,,0.6896,
1,3,,1.25,1.00,,,,,,
1,3,6234.00,1.33,1.13,,,4.24,4.000,,
1,3,6217.00,1.25,1.00,-0.320,,4.25,,0.6896,
1,3,6222.00,1.36,1.19,0.010,,4.24,3.240,,
1,3,6186.00,1.42,,,,,,,
1,3,6217.00,1.25,1.00,-0.320,,4.25,,0.6896,
1,3,6492.30,1.29,1.33,0.041,0.428,4.34,,0.8646,
1,3,6492.30,1.29,1.33,0.041,0.428,4.34,,0.8646,
1,3,6188.00,1.47,1.11,-0.080,,4.15,,0.7631,
1,3,5643.00,0.77,,,,,,,
1,3,,0.84,0.91,,,,,,
1,3,5313.00,0.76,0.91,,-0.386,4.64,,2.9645,
1,3,5643.00,0.85,,,,4.56,,,
1,3,5313.00,0.76,0.91,,-0.386,4.64,,2.9645,
1,3,5313.00,0.76,0.91,,-0.386,4.64,,2.9645,
1,3,5629.00,0.85,0.92,,,4.54,2.900,,
1,3,5646.00,0.84,0.91,-0.140,,4.55,,2.9335,
1,3,5646.00,0.84,0.91,-0.140,,4.55,,2.9335,
1,3,5646.00,0.84,0.91,-0.140,,4.55,,2.9335,
1,3,5642.00,0.85,0.91,-0.140,,4.54,,0.3013,
1,3,5225.00,0.78,0.81,-0.160,,4.58,4.900,,
1,3,,0.84,0.91,,,,,,
1,3,5646.00,0.84,0.91,-0.140,,4.55,,2.3479,
1,3,5313.00,0.76,0.91,,-0.386,4.64,,2.9645,
1,3,5642.00,0.85,0.91,-0.140,,4.54,,2.3736,
1,3,5646.00,0.84,0.91,-0.140,,4.55,,2.3479,
1,3,5643.00,0.85,,,,4.56,,,
1,3,5313.00,0.76,0.91,,-0.386,4.64,,2.9645,
1,3,5225.00,0.78,0.81,-0.160,,4.58,4.900,,
1,3,5643.00,0.77,,,,,,,
1,3,5313.00,0.76,0.91,,-0.386,4.64,,2.9645,
1,3,5629.00,0.85,0.92,,,4.54,2.900,,
1,3,5646.00,0.84,0.91,-0.140,,4.55,,2.3479,
1,3,5313.00,0.76,0.91,,-0.386,4.64,,2.9645,
1,3,5225.00,0.78,0.81,-0.160,,4.58,4.900,,
1,3,5313.00,0.76,0.91,,-0.386,4.64,,2.9645,
1,3,5642.00,0.85,0.91,-0.140,,4.54,,1.9446,
1,3,5646.00,0.84,0.91,-0.140,,4.55,,1.0041,
1,3,5646.00,0.84,0.91,-0.140,,4.55,,1.0041,
1,3,5313.00,0.76,0.91,,-0.386,4.64,,2.9645,
1,3,5643.00,0.77,,,,,,,
1,3,5646.00,0.84,0.91,-0.140,,4.55,,1.0041,
1,3,5238.00,0.75,0.84,-0.160,,4.60,,4.0421,
1,3,5262.00,0.73,0.90,,-0.432,4.66,,3.2461,
1,3,5212.00,0.78,,,,4.57,,,
1,3,5238.00,0.75,0.84,-0.160,,4.60,,4.0421,
1,3,5262.00,0.73,0.90,,-0.432,4.66,,3.2461,
1,3,5224.00,0.73,,,,,,,
1,3,5279.00,0.80,0.86,-0.070,,4.57,3.470,,
1,3,5208.00,0.77,0.80,-0.140,,4.56,,3.3943,
1,3,5262.00,0.73,0.90,,-0.432,4.66,,3.2461,
1,3,5238.00,0.75,0.84,-0.160,,4.60,,4.0421,
1,3,5227.00,0.72,0.83,,,4.63,0.600,,
1,3,5238.00,0.75,0.84,-0.160,,4.60,,16.3119,
1,3,5238.00,0.75,0.84,-0.160,,4.60,,16.3119,
1,3,5279.00,0.80,0.86,-0.070,,4.57,3.470,,
1,3,5224.00,0.73,,,,,,,
1,3,5262.00,0.73,0.90,,-0.432,4.66,,3.2461,
1,3,5262.00,0.73,0.90,,-0.432,4.66,,3.2461,
1,3,5227.00,0.72,0.83,,,4.63,0.600,,
1,3,5238.00,0.75,0.84,-0.160,,4.60,,16.3119,
1,3,5208.00,0.77,0.80,-0.140,,4.56,,1.5917,
1,3,5262.00,0.73,0.90,,-0.432,4.66,,3.2461,
1,3,5212.00,0.78,,,,4.57,,,
1,3,5208.00,0.77,0.80,-0.140,,4.56,,3.6804,
1,3,5208.00,0.77,0.80,-0.140,,4.56,,3.6804,
1,3,5238.00,0.75,0.84,-0.160,,4.60,,3.9144,
1,3,5262.00,0.73,0.90,,-0.432,4.66,,3.2461,
1,3,5238.00,0.75,0.84,-0.160,,4.60,,3.9144,
1,3,5238.00,0.75,0.84,-0.160,,4.60,,3.9144,
2,2,3909.00,0.56,0.60,,-1.187,,,,
2,2,3757.00,0.54,0.55,0.180,,4.72,,1.5991,
2,2,3915.00,0.63,0.61,,-1.071,4.62,,3.4097,
2,2,3915.00,0.63,0.61,,-1.071,4.62,,3.4097,
2,2,3758.00,0.64,,,,,,,
2,2,3903.00,0.52,0.54,-0.200,,4.74,,,
2,2,3903.00,0.52,0.54,-0.200,,4.74,,1.6361,
2,2,3903.00,0.52,0.54,-0.200,,4.74,,1.6361,
2,2,3915.00,0.63,0.61,,-1.071,4.62,,3.4097,
2,2,3903.00,0.50,,,,4.75,,,
2,2,3985.00,0.56,0.58,-0.120,,4.71,3.390,,
2,2,4090.00,0.53,0.55,,,4.74,13.900,,
2,2,3903.00,0.52,0.54,-0.200,,4.74,,1.6361,
2,2,3757.00,0.54,0.55,0.180,,4.72,,0.5789,
2,2,3903.00,0.52,0.54,-0.200,,4.74,,,
2,2,3758.00,0.64,,,,,,,
2,2,3985.00,0.56,0.58,-0.120,,4.71,3.390,,
2,2,4090.00,0.53,0.55,,,4.74,13.900,,
2,2,3915.00,0.63,0.61,,-1.071,4.62,,3.4097,
2,2,3915.00,0.63,0.61,,-1.071,4.62,,3.4097,
2,2,3915.00,0.63,0.61,,-1.071,4.62,,3.4097,
2,2,3903.00,0.52,0.54,-0.200,,4.74,,1.4023,
2,2,3903.00,0.50,,,,4.75,,,
2,2,3915.00,0.63,0.61,,-1.071,4.62,,3.4097,
2,2,3909.00,0.56,0.60,,-1.187,,,,
2,2,3903.00,0.52,0.54,-0.200,,4.74,,1.4023,
2,2,3903.00,0.52,0.54,-0.200,,4.74,,1.4023,
1,3,4650.00,0.71,0.70,-0.040,,4.59,,1.4256,
1,3,4550.00,0.71,0.72,,-0.714,4.60,,2.8676,
1,3,4648.00,0.67,,,,4.63,,,
1,3,4648.00,0.67,,,,,,,
1,3,4550.00,0.71,0.72,,-0.714,4.60,,2.8676,
1,3,4650.00,0.71,0.70,-0.040,,4.59,,1.4256,
1,3,4650.00,0.71,0.70,-0.040,,4.59,,0.7995,
1,3,4634.00,0.70,0.73,-0.030,,4.62,5.250,,
1,3,4550.00,0.71,0.72,,-0.714,4.60,,2.8676,
1,3,4612.00,0.62,0.65,,,4.66,13.800,,
1,3,4650.00,0.71,0.70,-0.040,,4.59,,1.4256,
1,3,4650.00,0.71,0.70,-0.040,,4.59,,2.2860,
1,3,4648.00,0.67,,,,,,,
1,3,4648.00,0.67,,,,4.63,,,
1,3,4634.00,0.70,0.73,-0.030,,4.62,5.250,,
1,3,4650.00,0.71,0.70,-0.040,,4.59,,2.6427,
1,3,4550.00,0.71,0.72,,-0.714,4.60,,2.8676,
1,3,4550.00,0.71,0.72,,-0.714,4.60,,2.8676,
1,3,4650.00,0.71,0.70,-0.040,,4.59,,2.2860,
1,3,4650.00,0.71,0.70,-0.040,,4.59,,2.2860,
1,3,4550.00,0.71,0.72,,-0.714,4.60,,2.8676,
1,3,4612.00,0.62,0.65,,,4.66,13.800,,
1,3,4634.00,0.70,0.73,-0.030,,4.62,5.250,,
1,3,4650.00,0.71,0.70,-0.040,,4.59,,2.3619,
1,3,4650.00,0.71,0.70,-0.040,,4.59,,1.9160,
1,3,4550.00,0.71,0.72,,-0.714,4.60,,2.8676,
1,3,4650.00,0.71,0.70,-0.040,,4.59,,1.9160,
1,3,4650.00,0.71,0.70,-0.040,,4.59,,1.9160,
1,3,4648.00,0.67,,,,,,,
1,3,4550.00,0.71,0.72,,-0.714,4.60,,2.8676,
1,3,4648.00,0.67,,,,4.63,,,
1,2,5787.00,1.25,1.04,,0.195,4.26,,0.7590,
1,2,6184.00,1.04,1.10,-0.060,,4.45,,0.7062,
1,2,6184.00,1.07,,,,4.44,,,
1,2,5929.00,1.03,1.09,,,4.45,,,
1,2,5769.00,1.21,,,,,,,
1,2,5787.00,1.25,1.04,,0.195,4.26,,0.7590,
1,2,5739.00,1.07,1.00,0.140,,4.38,,0.6939,
1,2,6184.00,1.04,1.10,-0.060,,4.45,,0.7062,
1,2,6184.00,1.04,1.10,-0.060,,4.45,,0.7062,
1,2,5823.00,0.98,0.99,-0.060,,4.46,3.720,,
1,2,5787.00,1.25,1.04,,0.195,4.26,,0.7590,
1,2,6184.00,1.04,1.10,-0.060,,4.45,,0.3490,
1,2,6184.00,1.04,1.10,-0.060,,4.45,,0.3490,
1,2,6184.00,1.07,,,,4.44,,,
1,2,5787.00,1.25,1.04,,0.195,4.26,,0.7590,
1,2,5739.00,1.07,1.00,0.140,,4.38,,0.6004,
1,2,5929.00,1.03,1.09,,,4.45,,,
1,2,5787.00,1.25,1.04,,0.195,4.26,,0.7590,
1,2,5823.00,0.98,0.99,-0.060,,4.46,3.720,,
1,2,6184.00,1.04,1.10,-0.060,,4.45,,0.3490,
1,2,5769.00,1.21,,,,,,,
1,2,6140.00,1.28,1.09,0.000,,4.26,,0.4204,
1,2,6129.00,1.11,1.07,-0.020,,4.38,,1.4741,
1,2,6018.64,1.56,1.11,-0.023,0.461,4.09,,0.4089,
1,2,6182.00,1.28,1.17,0.020,,4.29,3.240,,
1,2,6129.00,1.11,1.07,-0.020,,4.38,,1.4741,
1,2,6140.00,1.44,,,,,,,
1,2,6018.64,1.56,1.11,-0.023,0.461,4.09,,0.4089,
1,2,6018.64,1.56,1.11,-0.023,0.461,4.09,,0.4089,
1,2,6129.00,1.11,1.07,-0.020,,4.38,,1.4741,
1,2,6310.00,1.19,1.13,,,4.34,2.540,,
1,2,6133.00,1.33,,,,4.26,,,
1,2,6133.00,1.33,,,,4.26,,,
1,2,6018.64,1.56,1.11,-0.023,0.461,4.09,,0.4089,
1,2,6018.64,1.56,1.11,-0.023,0.461,4.09,,0.4089,
1,2,6182.00,1.28,1.17,0.020,,4.29,3.240,,
1,2,6129.00,1.11,1.07,-0.020,,4.38,,1.3430,
1,2,6129.00,1.11,1.07,-0.020,,4.38,,1.3430,
1,2,6140.00,1.44,,,,,,,
1,2,6129.00,1.11,1.07,-0.020,,4.38,,1.3430,
1,2,6310.00,1.19,1.13,,,4.34,2.540,,
1,2,6018.64,1.56,1.11,-0.023,0.461,4.09,,0.4089,
1,2,6140.00,1.28,1.09,0.000,,4.26,,0.5475,
1,3,4935.00,0.72,,,,,,,
1,3,5033.00,0.82,0.78,0.060,,4.50,,3.0552,
1,3,4954.00,0.83,0.79,0.180,,4.50,,2.0051,
1,3,4870.00,0.74,0.79,,-0.556,4.60,,2.7449,
1,3,5033.00,0.82,0.78,0.060,,4.50,,3.0552,
1,3,4978.00,0.72,0.73,,,4.58,13.800,,
1,3,4870.00,0.74,0.79,,-0.556,4.60,,2.7449,
1,3,5033.00,0.82,0.78,0.060,,4.50,,3.0552,
1,3,5036.00,0.83,,,,4.50,,,
1,3,5029.00,0.77,0.81,0.010,,4.58,4.470,,
1,3,5033.00,0.82,0.78,0.060,,4.50,,6.9291,
1,3,4935.00,0.72,,,,,,,
1,3,4870.00,0.74,0.79,,-0.556,4.60,,2.7449,
1,3,4870.00,0.74,0.79,,-0.556,4.60,,2.7449,
1,3,5029.00,0.77,0.81,0.010,,4.58,4.470,,
1,3,5033.00,0.82,0.78,0.060,,4.50,,6.9291,
1,3,5033.00,0.82,0.78,0.060,,4.50,,6.9291,
1,3,4954.00,0.83,0.79,0.180,,4.50,,5.2240,
1,3,4978.00,0.72,0.73,,,4.58,13.800,,
1,3,4870.00,0.74,0.79,,-0.556,4.60,,2.7449,
1,3,5036.00,0.83,,,,4.50,,,
1,3,4870.00,0.74,0.79,,-0.556,4.60,,2.7449,
1,3,5033.00,0.82,0.78,0.060,,4.50,,0.3014,
1,3,5033.00,0.82,0.78,0.060,,4.50,,0.3014,
1,3,5029.00,0.77,0.81,0.010,,4.58,4.470,,
1,3,4954.00,0.83,0.79,0.180,,4.50,,2.2691,
1,3,4935.00,0.72,,,,,,,
1,3,5036.00,0.83,,,,4.50,,,
1,3,4870.00,0.74,0.79,,-0.556,4.60,,2.7449,
1,3,4978.00,0.72,0.73,,,4.58,13.800,,
1,3,5033.00,0.82,0.78,0.060,,4.50,,0.3014,
1,2,5908.00,0.95,,,,4.50,,,
1,2,5910.00,0.94,1.03,-0.020,,4.50,,16.0562,
1,2,5496.97,0.94,0.96,0.035,-0.138,4.47,,1.6269,
1,2,5910.00,0.94,1.03,-0.020,,4.50,,16.0562,
1,2,5870.00,0.89,1.00,,,4.54,0.400,,
1,2,5571.00,0.91,0.94,0.020,,4.49,5.010,,
1,2,5910.00,0.94,1.03,-0.020,,4.50,,16.0562,
1,2,5496.97,0.94,0.96,0.035,-0.138,4.47,,1.6269,
1,2,5908.00,0.93,,,,,,,
1,2,5496.97,0.94,0.96,0.035,-0.138,4.47,,1.6269,
1,2,5910.00,0.94,1.03,-0.020,,4.50,,5.5628,
1,2,5571.00,0.91,0.94,0.020,,4.49,5.010,,
1,2,5870.00,0.89,1.00,,,4.54,0.400,,
1,2,5910.00,0.94,1.03,-0.020,,4.50,,2.4343,
1,2,5496.97,0.94,0.96,0.035,-0.138,4.47,,1.6269,
1,2,5908.00,0.95,,,,4.50,,,
1,2,5910.00,0.94,1.03,-0.020,,4.50,,0.6616,
1,2,5910.00,0.94,1.03,-0.020,,4.50,,0.6616,
1,2,5910.00,0.94,1.03,-0.020,,4.50,,0.6616,
1,2,5496.97,0.94,0.96,0.035,-0.138,4.47,,1.6269,
1,2,5496.97,0.94,0.96,0.035,-0.138,4.47,,1.6269,
1,2,5908.00,0.93,,,,,,,
1,3,6210.00,1.03,1.09,-0.100,,4.45,,1.1287,
1,3,5683.00,0.92,1.01,,-0.097,4.51,,1.8107,
1,3,5683.00,0.92,1.01,,-0.097,4.51,,1.8107,
1,3,5683.00,0.92,1.01,,-0.097,4.51,,1.8107,
1,3,6210.00,1.03,1.09,-0.100,,4.45,,1.1287,
1,3,6228.00,1.05,1.11,-0.080,,4.44,,0.4312,
1,3,5999.00,0.81,1.06,,,4.65,,,
1,3,6210.00,1.03,1.09,-0.100,,4.45,,1.1287,
1,3,6090.00,1.19,1.14,0.080,,4.35,3.020,,
1,3,6248.00,1.09,,,,4.43,,,
1,3,6248.00,1.09,,,,4.43,,,
1,3,6210.00,1.03,1.09,-0.100,,4.45,,0.5466,
1,3,5683.00,0.92,1.01,,-0.097,4.51,,1.8107,
1,3,6228.00,1.05,1.11,-0.080,,4.44,,0.4226,
1,3,,,1.10,,,,,,
1,3,5683.00,0.92,1.01,,-0.097,4.51,,1.8107,
1,3,6210.00,1.03,1.09,-0.100,,4.45,,0.5466,
1,3,5683.00,0.92,1.01,,-0.097,4.51,,1.8107,
1,3,6090.00,1.19,1.14,0.080,,4.35,3.020,,
1,3,5999.00,0.81,1.06,,,4.65,,,
1,3,6210.00,1.03,1.09,-0.100,,4.45,,0.5466,
1,3,,,1.10,,,,,,
1,3,5683.00,0.92,1.01,,-0.097,4.51,,1.8107,
1,3,6090.00,1.19,1.14,0.080,,4.35,3.020,,
1,3,6210.00,1.03,1.09,-0.100,,4.45,,0.1656,
1,3,6248.00,1.09,,,,4.43,,,
1,3,6210.00,1.03,1.09,-0.100,,4.45,,0.1656,
1,3,6210.00,1.03,1.09,-0.100,,4.45,,0.1656,
1,3,6228.00,1.05,1.11,-0.080,,4.44,,0.1381,
1,3,5683.00,0.92,1.01,,-0.097,4.51,,1.8107,
1,2,5911.00,1.63,1.07,-0.200,,4.04,,0.2735,
1,2,5979.00,1.65,,,,,,,
1,2,5911.00,1.63,1.07,-0.200,,4.04,,0.2735,
1,2,5979.00,1.63,1.03,-0.180,,4.10,,,
1,2,,,1.00,,,,,,
1,2,,1.63,1.03,,,,,,
1,2,5911.00,1.63,1.07,-0.200,,4.04,,0.2735,
1,2,6006.00,1.66,1.11,-0.170,0.510,4.04,,0.3412,
1,2,5940.00,1.68,1.15,-0.150,,4.04,4.790,,
1,2,5911.00,1.63,1.07,-0.200,0.462,4.04,6.800,0.3508,
1,2,6006.00,1.66,1.11,-0.170,0.510,4.04,,0.3412,
1,2,5919.00,1.58,1.01,-0.200,,4.04,,0.3113,
1,2,5973.00,1.61,1.09,,,4.06,6.400,,
1,2,5979.00,1.65,,,,,,,
1,2,5940.00,1.68,1.15,-0.150,,4.04,4.790,,
1,2,6006.00,1.66,1.11,-0.170,0.510,4.04,,0.3412,
1,2,5911.00,1.63,1.07,-0.200,0.462,4.04,6.800,0.3508,
1,2,5973.00,1.61,1.09,,,4.06,6.400,,
1,2,5911.00,1.63,1.07,-0.200,,4.04,,0.1206,
1,2,5919.00,1.58,1.01,-0.200,,4.04,,0.3508,
1,2,6006.00,1.66,1.11,-0.170,0.510,4.04,,0.3412,
1,2,5911.00,1.63,1.07,-0.200,,4.04,,0.1206,
1,2,5911.00,1.63,1.07,-0.200,,4.04,,0.1206,
1,2,,1.63,1.03,,,,,,
1,2,5979.00,1.63,1.03,-0.180,,4.10,,,
1,2,,,1.00,,,,,,
1,2,6037.00,1.03,1.02,,,4.42,3.400,,
1,2,5463.00,0.91,0.94,0.160,,4.49,,2.2938,
1,2,5580.00,0.92,0.99,,-0.132,4.51,,1.7996,
1,2,6052.00,1.03,1.02,-0.120,,4.42,,2.2496,
1,2,6053.00,1.06,,,,4.42,,,
1,2,5580.00,0.92,0.99,,-0.132,4.51,,1.7996,
1,2,6052.00,1.03,1.02,-0.120,,4.42,,2.2496,
1,2,5631.00,0.92,0.95,-0.020,,4.50,4.170,,
1,2,5604.00,0.92,,,,,,,
1,2,6052.00,1.03,1.02,-0.120,,4.42,,2.2496,
1,2,5580.00,0.92,0.99,,-0.132,4.51,,1.7996,
1,2,6037.00,1.03,1.02,,,4.42,3.400,,
1,2,6053.00,1.06,,,,4.42,,,
1,2,6052.00,1.03,1.02,-0.120,,4.42,,21.4141,
1,2,6052.00,1.03,1.02,-0.120,,4.42,,21.4141,
1,2,6052.00,1.03,1.02,-0.120,,4.42,,21.4141,
1,2,5463.00,0.91,0.94,0.160,,4.49,,2.2435,
1,2,5631.00,0.92,0.95,-0.020,,4.50,4.170,,
1,2,5604.00,0.92,,,,,,,
