pl_name,hostname,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_gaiamag
K2-64 b,K2-64,1,1,0,6.53044,0.0619,2.07,0.185,4.94,0.0155,M-R relationship,,98,,0,,5312,0.73,0.74,,,-0.234,4.58,,1.97545,,,,13.9146
K2-65 b,K2-65,1,1,0,12.6475,0.1014,1.58,0.141,3.12,0.00982,M-R relationship,,45,,0,,5213,0.84,0.87,-0.34,[Fe/H],-0.328,4.53,,,,,,
K2-66 b,K2-66,1,1,0,5.06963,0.05983,2.49,0.222,21.3,0.06702,Mass,0,840,1372,0,,5887,1.67,1.11,-0.047,[Fe/H],0.506,4.03,,0.29907,3.7,,46.24,11.9961
K2-68 b,K2-68,1,1,0,8.05428,0.0708,1.58,0.141,3.12,0.00982,M-R relationship,,41,,0,,4746,0.68,0.73,-0.21,[Fe/H],-0.673,4.63,,3.28491,,,18.73,12.6573
K2-69 b,K2-69,1,1,0,7.06599,0.0591,2.32,0.207,5.99,0.0189,M-R relationship,,17.9,,0,,4127,0.49,0.55,,,-1.356,4.79,,5.05142,,,,15.0572
K2-7 b,K2-7,1,1,0,28.67992,0.1814,2.67,0.238,7.61,0.0239,M-R relationship,,125,651,0,,5772,0.96,0.97,-0.07,[Fe/H],0.405,3.82,,0.34003,,,,13.0573
K2-70 b,K2-70,1,1,0,13.97896,0.1112,2.89,0.258,8.7,0.0274,M-R relationship,,62,,0,,5622,0.93,0.94,0.06,[Fe/H],-0.429,4.48,,2.39642,,,,12.7782
K2-71 b,K2-71,1,1,0,6.98541,0.0559,2.15,0.192,5.27,0.0166,M-R relationship,,13.4,,0,,4006,0.43,0.48,,,-1.519,4.85,,6.24198,,,,15.1887
K2-72 b,K2-72,1,4,0,5.577212,0.04,1.08,0.096,1.28,0.00403,M-R relationship,0.11,8.5,,0,,3360.47,0.33,0.27,,,-1.837,4.9,,12.2977,,,,14.2789
K2-72 c,K2-72,1,4,0,15.189034,0.078,1.16,0.103,1.65,0.00521,M-R relationship,0.11,2.2,,0,,3360.47,0.33,0.27,,,-1.837,4.9,,12.2977,,,,14.2789
K2-72 d,K2-72,1,4,0,7.760178,0.05,1.01,0.09,1.01,0.00317,M-R relationship,0.11,5.4,,0,,3360.47,0.33,0.27,,,-1.837,4.9,,12.2977,,,,14.2789
K2-72 e,K2-72,1,4,0,24.158868,0.106,1.29,0.115,2.21,0.00696,M-R relationship,0.11,1.2,,0,,3360.47,0.33,0.27,,,-1.837,4.9,,12.2977,,,,14.2789
K2-73 b,K2-73,1,1,0,7.49543,0.07619,2.45,0.219,6.57,0.0207,M-R relationship,,213,,0,,5922,1.06,1.05,0.09,[Fe/H],0.076,4.41,,1.26589,,,-38.41,11.7146
K2-74 b,K2-74,1,1,0,19.5666,0.1402,2.31,0.206,5.95,0.0187,M-R relationship,,59.1,,0,,6060,0.98,0.96,-0.21,[Fe/H],0.06,4.44,,1.46962,,,28.65,12.4364
K2-75 b,K2-75,1,2,0,7.8142,0.081,2.67,0.238,7.61,0.0239,M-R relationship,,430,,0,,5995,1.56,1.16,0.3,[Fe/H],0.349,4.12,,0.45516,,,4.37,12.5886
K2-75 c,K2-75,1,2,0,18.311,0.1429,2.77,0.247,8.1,0.0255,M-R relationship,,138,,0,,5995,1.56,1.16,0.3,[Fe/H],0.349,4.12,,0.45516,,,4.37,12.5886
K2-77 b,K2-77,1,1,0,8.199796,0.076,2.3,0.205,603.877,1.9,Mass,0.14,58,,0,,4970,0.76,0.8,0.29,[Fe/H],-0.5,4.47,0.85,2.5,4,19.8,7.35,11.9202
K2-79 b,K2-79,1,1,0,10.99573,0.0987,3.69,0.329,13.2,0.0415,M-R relationship,,186,,0,,5926,1.28,1.06,0.2,[Fe/H],0.018,4.25,,0.54023,,,-10.63,11.8031
K2-8 b,K2-8,1,2,0,10.35239,0.0856,3.58,0.319,12.5,0.0394,M-R relationship,,37.7,631,0,K3 V,4870,0.74,0.78,-0.02,[Fe/H],-0.553,4.52,,2.36326,2,,,14.3358
K2-8 c,K2-8,1,2,0,5.06416,0.0532,2.41,0.215,6.39,0.0201,M-R relationship,,97.8,801,0,K3 V,4870,0.74,0.78,-0.02,[Fe/H],-0.583,4.52,,2.36326,2,,,14.3358
K2-80 b,K2-80,1,3,0,19.0918,0.135,2.01,0.179,4.7,0.0148,M-R relationship,,32.5,,0,,5441,0.87,0.9,0.07,[Fe/H],-0.432,4.52,,1.90744,,,16.78,12.377
K2-80 c,K2-80,1,3,0,5.605,0.0596,1.47,0.131,2.76,0.00869,M-R relationship,,166,,0,,5441,0.87,0.9,0.07,[Fe/H],-0.432,4.52,,1.90744,,,16.78,12.377
K2-80 d,K2-80,1,3,0,28.867253,,2.552,0.228,7.04,0.0222,M-R relationship,,,,0,,5377,0.84,0.91,0.07,[Fe/H],-0.432,4.65,,1.90744,,,16.78,12.377
K2-81 b,K2-81,1,1,0,6.102325,0.059,1.97,0.176,4.54,0.0143,M-R relationship,0.06,62.9,,0,,4674.13,0.63,0.75,,,-0.569,4.67,,2.51722,,,,13.9043
K2-83 b,K2-83,1,2,0,2.74697,0.03014,1.244,0.111,2.08,0.00654,M-R relationship,0.07,41.5,,0,,3910,0.42,0.48,,,-1.204,4.86,,4.4018,,,,13.8042
K2-83 c,K2-83,1,2,0,9.99767,0.07131,1.483,0.132,2.8,0.00882,M-R relationship,0.06,7.42,,0,,3910,0.42,0.48,,,-1.204,4.86,,4.4018,,,,13.8042
K2-84 b,K2-84,1,2,0,6.4215,0.0665,2.41,0.215,6.39,0.0201,M-R relationship,,178,,0,,5652,0.93,0.95,0.278,[M/H],-0.423,4.48,,2.29121,,,7.64,13.1474
K2-84 c,K2-84,1,2,0,27.86,0.1768,2.03,0.181,4.78,0.015,M-R relationship,,25.3,,0,,5652,0.93,0.95,0.278,[M/H],-0.423,4.48,,2.29121,,,7.64,13.1474
K2-85 b,K2-85,1,1,0,0.684533,0.01263,1.01,0.09,1.01,0.00317,M-R relationship,0.24,479,,0,,4268,0.51,0.57,-0.14,[Fe/H],-0.812,4.78,,2.35191,,,-3.94,12.06
K2-86 b,K2-86,1,1,0,8.77683,0.077,1.96,0.175,4.5,0.0142,M-R relationship,,78,,0,,5482,0.76,0.79,-0.35,[Fe/H],-0.386,4.58,,2.16081,,,122.52,12.7978
K2-87 b,K2-87,1,1,0,9.726618,0.094,7.6,0.678,44.9,0.141,M-R relationship,,85,979,0,,5747,1.4,1.16,0.328,[Fe/H],-0.098,4.21,,0.59,,,,13.7078
K2-88 b,K2-88,1,1,0,4.6122,0.0345,1.23,0.11,2.04,0.00642,M-R relationship,0.26,7.8,,0,,3537,0.26,0.26,,,-1.545,5.02,,7.18129,,,,14.5451
K2-89 b,K2-89,1,1,0,1.096026,0.01462,0.615,0.055,0.17,0.00053,M-R relationship,0.15,78,,0,,3691,0.32,0.35,,,-1.327,4.96,,4.89287,,,15.33,13.3216
K2-9 b,K2-9,1,1,0,18.4498,0.091,2.25,0.201,5.69,0.0179,M-R relationship,,1.36,314,0,M2.5 V,3390,0.31,0.3,-0.25,[Fe/H],-1.921,4.82,1,9.88,,,-31.02,14.8665
K2-90 b,K2-90,1,2,0,13.733314,0.096,2.6,0.232,7.27,0.0229,M-R relationship,0.07,10.2,502,0,,4484,0.62,0.63,-0.225,[Fe/H],-0.953,4.65,,3.74,,,19.16,13.2292
K2-90 c,K2-90,1,2,0,2.900706,0.035,1.3,0.116,2.24,0.00705,M-R relationship,0.19,80.8,,0,,4421.98,0.63,0.7,-0.038,[M/H],-0.953,4.79,,3.30792,,,19.16,13.2292
K2-91 b,K2-91,1,1,0,1.419549,0.0164,1.1,0.098,1.37,0.0043,M-R relationship,0.09,46,,0,,3622,0.28,0.29,,,-1.841,5,,10.36688,,,,14.3219
K2-95 b,K2-95,1,1,0,10.134016,0.0696,3.88,0.346,14.3,0.0451,M-R relationship,0.16,,383,0,M3.0,3548,0.42,0.44,-0.03,[Fe/H],-1.635,4.84,0.79,1.12,2.6,23.9,35.85,16.0836
K2-97 b,K2-97,1,1,0,8.406726,0.086,10.61,0.947,152.5584,0.48,Mass,0.22,,1499,0,,4717,4.47,1.2,0.33,[Fe/H],0.919,3.22,7.8,0.279,2.8,,17.09,12.3059
K2-98 b,K2-98,1,1,0,10.136448,0.0974,5.2,0.464,32.2,0.10131,Mass,0,,1092,0,F8 V,6172,1.57,1.2,-0.06,[Fe/H],0.504,4.13,5.2,0.633,6.1,,76.75,12.0398
K2-99 b,K2-99,1,1,0,18.251985,0.1597,11.73,1.046,308.2951,0.97,Mass,0.19,,1113,0,G0 IV,6217,2.63,1.63,0.21,[Fe/H],0.961,3.81,2.4,0.099,9.3,,-2.08,10.9485
KELT-1 b,KELT-1,1,1,0,1.217514,0.02466,12.442,1.11,8654.15,27.23,Mass,0.0099,,,0,,6518,1.46,1.32,0.131,[M/H],0.542,4.25,,0.62059,56,,-14.2,10.5905
KELT-10 b,KELT-10,1,1,0,4.1662739,0.0525,15.681,1.399,215.80657,0.679,Mass,,600,1377,0,G0 V,5948,1.21,1.11,0.09,[Fe/H],0.217,4.32,4.5,0.889,,,31.61,10.7009
KELT-11 b,KELT-11,1,1,0,4.7361,0.06229,15.132,1.35,54.34893,0.171,Mass,0.0007,1433,1712,0,G8/K0 IV,5375,2.69,1.44,0.17,[Fe/H],0.744,3.7,,0.104,2.66,,35,7.83112
KELT-12 b,KELT-12,1,1,0,5.031623,0.06708,19.952,1.78,301.9385,0.95,Mass,0,1749,1800,0,,6279,2.37,1.59,0.19,[Fe/H],0.892,3.89,2.2,0.168,,,-23.6,10.4842
KELT-14 b,KELT-14,1,1,0,1.7100566,0.03005,19.537,1.743,408.09372,1.284,Mass,0,,1970,0,G4,5720,1.52,1.24,0.32,[Fe/H],0.279,4.17,5.11,0.495,3.3,,34.59,10.8384
KELT-17 b,KELT-17,1,1,0,3.0801716,0.04881,17.094,1.525,416.3573,1.31,Mass,,,2087,0,A,7454,1.65,1.64,-0.018,[Fe/H],0.876,4.22,0.65,0.518,44.2,,28,9.20887
KELT-20 b,KELT-20,1,1,0,3.4741085,0.0542,19.515,1.741,1074.90106,3.382,Mass,0,4362.5,2262,0,A2 V,8720,1.56,1.76,-0.29,[Fe/H],1.104,4.29,0.6,0.641,117.4,,-23.3,7.57492
KELT-21 b,KELT-21,1,1,0,3.6127647,0.05224,17.777,1.586,1242.7153,3.91,Mass,0,2950,2051,0,A8 V,7598,1.64,1.46,-0.405,[Fe/H],0.905,4.17,1.6,0.468,146.03,,-13,10.5415
KELT-24 b,KELT-24,1,1,0,5.5514926,0.06969,14.258,1.272,1646.3594,5.18,Mass,0.077,750.9,1459,0,F5,6509,1.51,1.46,0.186,[Fe/H],0.565,4.25,0.78,0.603,19.76,,-5.75,8.23752
KELT-6 b,KELT-6,1,2,0,7.8457,0.07939,14.572,1.3,165.2716,0.52,Mass,0.22,,1313,0,F8,6102,1.73,1.42,-0.28,[Fe/H],0.493,4.07,6.1,0.39,4.53,,1.1,10.1934
KELT-6 c,KELT-6,1,2,0,1276,2.39,13,1.16,1179.1493,3.71,Msini,0.21,,,0,F8,6272,1.53,1.13,-0.27,[Fe/H],0.555,4.12,4.9,0.44,4.53,,1.1,10.1934
KELT-7 b,KELT-7,1,1,0,2.73477,0.04415,17.934,1.6,441.7837,1.39,Mass,0,,2048,0,F,6768,1.81,1.76,0,[Fe/H],0.758,4.5,1.3,0.42,69.3,,40.75,8.45173
KELT-8 b,KELT-8,1,1,0,3.24406,0.0455,18.159,1.62,209.7678,0.66,Mass,0.04,,1675,0,G2 V,5754,1.46,0.81,0.27,[Fe/H],0.265,4.08,5.4,0.37,3.7,,-31.2,10.6699
KIC 10001893 b,KIC 10001893,1,3,1,0.2197,,,,,,Msini,,,,0,,27500,0.18,0.47,-0.093,[Fe/H],1.431,5.35,,113.61776,,,25,15.7109
KIC 10001893 c,KIC 10001893,1,3,1,0.32528,,,,,,Msini,,,,0,,27500,0.18,0.47,-0.093,[Fe/H],1.431,5.35,,113.61776,,,25,15.7109
KIC 10001893 d,KIC 10001893,1,3,1,0.81161,,,,,,Msini,,,,0,,27500,0.18,0.47,-0.093,[Fe/H],1.431,5.35,,113.61776,,,25,15.7109
KIC 10525077 b,KIC 10525077,1,1,0,854.083,,5.5,0.491,25.9,0.0816,M-R relationship,,,,0,,6091,1.01,1.01,-0.04,[Fe/H],0.129,4.42,,0.80974,,,,15.3043
KIC 3558849 b,KIC 3558849,1,1,0,1322.3,,6.9,0.616,38.1,0.12,M-R relationship,,,,0,,6175,1.01,0.98,-0.42,[Fe/H],0.405,4.44,,0.48871,,,,14.1674
KIC 5437945 b,KIC 5437945,1,2,0,440.7813,1.1455,6.4,0.571,33.6,0.106,M-R relationship,0,2.14,308,0,,6340,1.24,1.07,-0.38,[Fe/H],0.641,4.16,3.16,0.41292,,,,13.7506
KIC 7917485 b,KIC 7917485,1,1,0,840,,12.4,1.1,3750.394,11.8,Msini,0.15,,,0,A,7067,2.01,1.63,-0.02,[Fe/H],0.996,4,,0.23228,120,,,13.1092
KIC 8540376 b,KOI-7892,1,2,0,31.8099,,4.1,0.366,15.8,0.0496,M-R relationship,,,,0,,6474,1.26,1.04,-0.16,[Fe/H],0.265,4.31,,0.31886,,,,14.2165
KIC 8540376 c,KOI-7892,1,2,0,75.2,,2.4,0.214,6.35,0.02,M-R relationship,,,,0,,6474,1.26,1.04,-0.16,[Fe/H],0.265,4.31,,0.31886,,,,14.2165
KIC 9663113 b,KIC 9663113,1,2,0,572.3847,1.4062,4.6,0.41,19.2,0.0603,M-R relationship,0,3.36,264,0,,6065,1.03,0.98,-0.28,[Fe/H],0.792,4.42,3,0.23283,,,,13.9075
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,1,1,0,,2.2,12.2,1.08,5700,18,Mass,,,,0,,,,0.48,,,,,,,,,,
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,1,1,0,,0.342,13.1,1.17,1043,3.283,Mass,,,,0,,,,0.09,,,,,,,,,,
KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,1,1,0,,5.1,12.7,1.13,2200,7,Mass,,,,0,,,,0.45,,,,,,,,,,
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,1,1,0,,1.08,12.9,1.15,1450,4.57,Mass,,,,0,,,,0.04,,,,,,,,,,
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,1,1,0,,3.5,13.3,1.19,700,2.2,Mass,,,,0,,,,0.49,,,,,,,,,,
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,1,1,0,,0.83,12.2,1.09,4923,15.49,Mass,,,,0,,,,0.07,,,,,,,,,,
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,1,1,0,,2.63,13,1.16,1250,3.93,Mass,,,,0,,,,0.5,,,,,,,,,,
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,1,1,0,,3.64,13.2,1.18,836,2.63,Mass,,,,0,,,,0.64,,,,,,,,,,
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,1,1,0,,3.45,6.45,0.575,34,0.11,Mass,,,,0,,,,0.76,,,,,,,,,,
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,1,1,0,,1.8,13.4,1.19,640,2,Mass,,,,0,,,,0.37,,,,,,,,,,
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,1,1,0,,1.6,14,1.25,230,0.71,Mass,,,,0,,,,0.33,,,,,,,,,,
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,1,1,0,,4.27,2.67,0.238,7.59,0.0239,Mass,,,,0,,,,1.14,,,,,,,,,,
KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L,1,1,0,,0.62,9.01,0.804,60,0.19,Mass,,,,0,,,,0.09,,,,,,,,,,
KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,1,1,0,,6.03,12.9,1.15,1400,4.42,Mass,,,,0,,,,1.09,,,,,,,,,,
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,1,1,0,,0.763,12.9,1.16,111,0.348,Mass,,,,0,M,,,0.09,,,,,,,,,,
KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,1,1,0,,3.31,3.19,0.284,10.28,0.03234,Mass,,,,0,,,,0.76,,,,,,,,,,
KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,1,1,0,,2.15,13.7,1.22,397,1.25,Mass,,,,0,,,,0.48,,,,,,,,,,
KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,1,1,0,,,14.1,1.26,200,0.64,Mass,,,,0,,,,0.31,,,,,,,,,,
KOI-12 b,KOI-12,1,2,0,17.855182,0.154,13.787,1.23,349.613,1.1,Mass,0.34,196.51,911,1,,6635,1.4,1.5,0.081,[M/H],0.626,4.31,1.45,0.8,60,,-14.68,11.2535
KOI-142 b,KOI-142,1,3,0,10.91647,0.098,3.438,0.307,9.5,0.03,Mass,0.05561,68.56,758,1,G6 V,5466,0.9,0.99,0.27,[Fe/H],-0.165,4.53,1.6,1.50172,1.8,,-20.45,13.1048
KOI-142 c,KOI-142,1,3,0,22.26492,0.15525,14,1.25,214.1,0.674,Mass,0.05724,,,0,G6 V,5466,0.9,0.99,0.27,[Fe/H],-0.223,4.53,2.2,1.50172,1.8,,-20.45,13.1048
KOI-1599.01,KOI-1599,1,2,0,20.4415,0.14728,1.9,0.17,4.6,0.01447,Mass,0.014,44.8,660,1,,5833,0.97,1.02,0.06,[Fe/H],0.162,4.47,4.7,0.00634,,,,14.854
KOI-1599.02,KOI-1599,1,2,0,13.6088,0.112293,1.9,0.17,9,0.02832,Mass,0.0114,76.81,755,1,,5833,0.97,1.02,0.06,[Fe/H],0.162,4.47,4.7,0.01743,,,,14.854
KOI-1783.01,KOI-1783,1,2,0,134.4628,0.5135,8.86,0.79,71,0.22339,Mass,0,5.7,412,1,,5922,1.14,1.08,0.11,[Fe/H],0.213,4.3,0.2,0.87299,,,,13.9061
KOI-1783.02,KOI-1783,1,2,0,284.215,0.8453,5.44,0.485,15,0.0472,Mass,0,2.49,321,1,,5922,1.14,1.08,0.11,[Fe/H],0.213,4.3,0.2,0.69068,,,,13.9061
KOI-217 b,KOI-217,1,1,0,3.90512,0.0477,12.442,1.11,,,Msini,0,272.03,1046,1,,5545,0.86,0.95,0.12,[Fe/H],-0.169,4.53,1.7,2.08224,,,,15.1013
KOI-351 b,KOI-351,1,8,0,7.008151,0.074,1.31,0.117,2.27,0.00714,M-R relationship,0,316.44,1062,0,,6080,1.2,1.2,-0.12,[M/H],0.269,4.4,0.53,1.06266,4.6,,,13.7397
KOI-351 c,KOI-351,1,8,0,8.719375,0.089,1.19,0.106,1.81,0.0057,M-R relationship,0,236.31,987,0,,6080,1.2,1.2,-0.12,[M/H],0.269,4.4,0.53,1.20992,4.6,,,13.7397
KOI-351 d,KOI-351,1,8,0,59.73667,0.32,2.87,0.256,8.6,0.0271,M-R relationship,0,18.17,520,0,,6080,1.2,1.2,-0.12,[M/H],0.269,4.4,0.53,1.04245,4.6,,,13.7397
KOI-351 e,KOI-351,1,8,0,91.93913,0.42,2.66,0.237,7.56,0.0238,M-R relationship,0,10.23,450,0,,6080,1.2,1.2,-0.12,[M/H],0.269,4.4,0.53,1.05759,4.6,,,13.7397
KOI-351 f,KOI-351,1,8,0,124.9144,0.48,2.88,0.257,8.65,0.0272,M-R relationship,0,6.8,407,0,,6080,1.2,1.2,-0.12,[M/H],0.269,4.4,0.53,0.76623,4.6,,,13.7397
KOI-351 g,KOI-351,1,8,0,210.60697,0.71,8.1,0.723,254.264,0.8,Mass,0,3.39,342,0,,6080,1.2,1.2,-0.12,[M/H],0.269,4.4,0.53,1.24899,4.6,,,13.7397
KOI-351 h,KOI-351,1,8,0,331.60059,1.01,11.3,1.008,381.396,1.2,Mass,0,1.85,294,0,,6080,1.2,1.2,-0.12,[M/H],0.269,4.4,0.53,1.18855,4.6,,,13.7397
KOI-3680 b,KOI-3680,1,1,0,141.241671,0.534,11.097,0.99,613.4119,1.93,Mass,0.496,3.62,347,0,,5830,0.96,1.01,0.16,[Fe/H],0.068,4.47,3.2,1.88,3.5,,-44.93,14.5027
KOI-55 b,KOI-55,1,2,1,0.240104,0.006,0.759,0.068,0.44,0.0014,Mass,,,,0,B,27730,0.2,0.5,-0.106,[Fe/H],1.36,5.52,,84.1,,,,14.9062
KOI-55 c,KOI-55,1,2,1,0.342887,0.0076,0.867,0.077,0.655,0.0021,Mass,,,,0,B,27730,0.2,0.5,-0.106,[Fe/H],1.36,5.52,,84.1,,,,14.9062
KPS-1 b,KPS-1,1,1,0,1.706291,0.0269,11.545,1.03,346.4347,1.09,Mass,0,729,1459,0,K1 V,5165,0.91,0.89,0.22,[Fe/H],-0.353,4.47,,1.68,5.1,,,12.7933
Kapteyn c,Kapteyn,1,1,0,121.54,0.311,2.54,0.227,7,0.022,Msini,0.23,,,0,M2.0V,3550,0.29,0.28,-0.89,[M/H],-1.793,4.92,,14.27604,6,,244.99,8.06198
Kepler-10 b,Kepler-10,1,2,0,0.837491,0.0172,1.481,0.132,4.60853,0.0145,Mass,0.06,3741.78,2130,0,,5627,1.06,0.91,-0.15,[Fe/H],0.055,4.35,9.12,1.068,2.04,,-98.74,10.9191
Kepler-10 c,Kepler-10,1,2,0,45.2946,0.241,2.323,0.207,7.37,0.02319,Mass,0.025,18.3,584,1,,5706,1.09,1.02,-0.12,[M/H],0.055,4.37,9.12,1.10794,2.04,,-98.74,10.9191
Kepler-100 b,Kepler-100,1,3,0,6.88705,0.072,1.32,0.118,7.34,0.023,Mass,0.13,478.21,1155,0,,5825,1.49,1.08,0.02,[Fe/H],0.411,4.12,6.46,0.44,3.7,,-60.44,11.1293
Kepler-100 c,Kepler-100,1,3,0,12.8159,0.109,2.2,0.196,7.05,0.02218,Mass,0.02,208.66,939,0,,5825,1.49,1.08,0.02,[Fe/H],0.411,4.12,6.46,0.44,3.7,,-60.44,11.1293
Kepler-100 d,Kepler-100,1,3,0,35.3331,0.2143,1.61,0.144,3,0.00944,Mass,0.38,53.98,670,0,,5825,1.49,1.08,0.02,[Fe/H],0.411,4.12,6.46,0.44,3.7,,-60.44,11.1293
Kepler-1000 b,Kepler-1000,1,1,0,120.0181272,0.5337,4.76,0.425,20.3,0.0639,M-R relationship,0,18,473,0,,6453,1.51,1.4,0.35,[Fe/H],0.715,4.23,1.26,0.31247,,,,13.1923
Kepler-1001 b,Kepler-1001,1,2,0,14.30511983,0.1129,3.15,0.281,10.1,0.0317,M-R relationship,0,40.85,693,0,,5491,0.88,0.9,-0.03,[Fe/H],-0.279,4.52,4.68,0.1919,,,,15.3302
Kepler-1001 c,Kepler-1001,1,2,0,9.18186,0.084,1.578,0.141,3.11,0.0098,M-R relationship,0,98.61,804,0,,5376,0.84,0.93,-0.16,[Fe/H],-0.279,4.56,0.6,2.24021,,,,15.3302
Kepler-1002 b,Kepler-1002,1,1,0,4.33642933,0.0564,1.71,0.153,3.57,0.0112,M-R relationship,0,981.68,1453,0,,6144,1.57,1.22,0.04,[Fe/H],0.501,4.13,4.07,0.53373,,,-44.69,11.6475
Kepler-1003 b,Kepler-1003,1,1,0,3.55485691,0.0444,1.78,0.159,3.82,0.012,M-R relationship,0,814.92,1157,0,,6109,1.17,1.11,0.01,[Fe/H],0.282,4.35,3.16,2.86343,,,,14.0225
Kepler-1004 b,Kepler-1004,1,1,0,5.28789787,0.0671,6.28,0.56,32.5,0.102,M-R relationship,0,1610.09,1661,0,,4972,3.39,1.11,-0.04,[Fe/H],0.713,3.43,7.76,0.05453,,,-38.87,13.3998
Kepler-1005 b,Kepler-1005,1,1,0,6.49801525,0.0669,1.5,0.134,2.86,0.00899,M-R relationship,0,301.33,1026,0,,5782,1.06,1,0.02,[Fe/H],0.136,4.38,6.17,0.86486,,,,13.1838
Kepler-1006 b,Kepler-1006,1,1,0,19.76172042,0.1464,1.54,0.137,2.99,0.0094,M-R relationship,0,153.49,791,0,,5328,0.74,0.78,-0.4,[Fe/H],-0.4,4.59,4.27,1.8432,,,,
Kepler-1007 b,Kepler-1007,1,1,0,5.18500207,0.048,1.44,0.128,2.67,0.00839,M-R relationship,0,42.62,652,0,,4587,0.7,0.73,0.03,[Fe/H],-0.568,4.62,4.17,4.45642,,,,14.7347
Kepler-1009 b,Kepler-1009,1,1,0,11.35011917,0.0796,2.17,0.194,5.35,0.0168,M-R relationship,0,11.56,403,0,,4027,0.57,0.59,-0.12,[Fe/H],-0.987,4.7,3.16,2.82945,,,,15.3014
Kepler-101 b,Kepler-101,1,2,0,3.4876812,0.0474,5.77,0.51,51.1,0.16,Mass,0.086,1240.33,1513,0,G3 IV,5667,1.56,1.17,0.33,[Fe/H],0.42,4.12,5.9,0.437,2.6,,-77.71,13.5672
Kepler-101 c,Kepler-101,1,2,0,6.02976,0.0684,1.25,0.112,3.78,0.01,Mass,0,596.07,1413,0,G3 IV,5667,1.56,1.17,0.33,[Fe/H],0.42,4.12,5.9,0.437,2.6,,-77.71,13.5672
Kepler-1010 b,Kepler-1010,1,1,0,34.2685705,0.193,2.32,0.207,5.99,0.0189,M-R relationship,0,10.17,477,0,,5253,0.82,0.86,-0.01,[Fe/H],-0.412,4.55,4.79,1.17744,,,,14.6875
Kepler-1011 b,Kepler-1011,1,1,0,5.75322197,0.0633,2.87,0.256,8.6,0.0271,M-R relationship,0,108.79,920,0,,5416,0.88,0.91,0.08,[Fe/H],-0.376,4.52,4.47,2.1712,,,,15.2028
Kepler-1012 b,Kepler-1012,1,1,0,5.50860439,0.0585,1.29,0.115,2.21,0.00696,M-R relationship,0,191.81,934,0,,5556,0.91,0.95,0.05,[Fe/H],-0.194,4.5,3.72,1.80454,,,,13.3154
Kepler-1013 b,Kepler-1013,1,1,0,18.93054959,0.137,2.15,0.192,5.27,0.0166,M-R relationship,0,16.1,766,0,,4954,0.76,0.81,0.04,[Fe/H],-0.531,4.59,4.27,1.79457,,,,14.4077
Kepler-1014 b,Kepler-1014,1,1,0,16.57110363,0.121,2.39,0.213,6.3,0.0198,M-R relationship,0,33.48,614,0,,5388,0.84,0.88,-0.06,[Fe/H],-0.337,4.54,4.79,3.6704,,,,14.6265
Kepler-1015 b,Kepler-1015,1,1,0,16.00494214,0.1396,3.55,0.317,12.3,0.0388,M-R relationship,0,172.11,1040,0,,6769,1.81,1.49,0.06,[Fe/H],0.559,4.09,1.58,0.52713,,,,12.7586
Kepler-1016 b,Kepler-1016,1,2,0,1.95452434,0.0307,2.18,0.194,5.39,0.017,M-R relationship,0,1445.2,1540,0,,5821,1,0.99,-0.03,[Fe/H],0.124,4.44,3.89,0.65812,,,,15.3193
Kepler-1016 c,Kepler-1016,1,2,0,105.6551369,0.4389,3.68,0.328,13.1,0.0413,M-R relationship,0,7.07,407,0,,5821,1,0.99,-0.03,[Fe/H],0.124,4.44,3.89,1.23602,,,,15.3193
Kepler-1017 b,Kepler-1017,1,1,0,7.23400469,0.0702,1.99,0.178,4.62,0.0145,M-R relationship,0,119.6,831,0,,5473,0.87,0.93,0.04,[Fe/H],-0.161,4.53,2.95,6.3602,,,,14.1153
Kepler-1018 b,Kepler-1018,1,1,0,49.1013514,0.253,2.58,0.23,7.18,0.0226,M-R relationship,0,12.1,498,0,,5518,0.88,0.91,-0.05,[Fe/H],-0.082,4.52,4.47,1.39053,,,,15.0142
