default_flag,sy_snum,sy_pnum,pl_orbper,pl_rade,pl_radj,pl_masse,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv
0,1,3,10.94577222,2.690,,,6353.00,1.14,1.08,-0.140,[Fe/H],,4.36,,3.3549,,,
0,1,3,10.94577401,,,,6095.00,1.02,1.14,,,0.113,4.48,,1.5087,,,
0,1,3,10.94577783,,,,6095.00,1.02,1.14,,,0.113,4.48,,1.5087,,,
0,1,3,10.94577222,2.690,,,6353.00,1.14,1.08,-0.140,[Fe/H],,4.36,,3.3549,,,
0,1,3,,2.690,0.240,,5923.00,1.04,,,,,,,,,,
1,1,3,28.98676900,2.450,0.219,,5888.00,1.15,,,,,4.33,,,,,
0,1,3,28.98690160,,,,6095.00,1.02,1.14,,,0.113,4.48,,1.5087,,,
0,1,3,28.98679128,,,,6095.00,1.02,1.14,,,0.113,4.48,,1.5087,,,
0,1,3,,2.564,0.229,,5923.00,1.04,,,,,,,,,,
0,1,3,28.98683260,2.460,,,6353.00,1.14,1.08,-0.140,[Fe/H],,4.36,,6.4023,,,
0,1,3,28.98690160,2.700,,,5888.00,1.10,0.97,-0.100,[Fe/H],,4.34,,1.0063,,,
0,1,3,28.98687000,2.500,,,6361.00,1.10,1.15,,,,4.42,0.620,,,,
0,1,3,28.98683260,2.460,,,6353.00,1.14,1.08,-0.140,[Fe/H],,4.36,,6.4023,,,
0,1,3,28.98683260,2.470,0.220,,6048.00,1.13,1.09,0.000,[Fe/H],,4.37,3.470,,,,
0,1,3,28.98683260,2.460,,,6353.00,1.14,1.08,-0.140,[Fe/H],,4.36,,6.4023,,,
0,1,3,28.98671115,,,,6095.00,1.02,1.14,,,0.113,4.48,,1.5087,,,
0,1,1,7.58441260,5.490,,,6266.00,1.63,1.34,0.260,[Fe/H],,4.14,,0.6659,,,
0,1,1,7.58457101,,,,,,,,,,,,,,,
1,1,1,7.58441260,4.820,0.430,,6324.00,1.43,1.27,0.100,[Fe/H],,4.23,2.400,,,,
0,1,1,7.58442410,5.830,,,6264.00,1.65,1.35,0.260,[Fe/H],,4.13,,0.2747,,,
0,1,1,7.58442410,,,,,,,,,,,,,,,
0,1,1,7.58441260,5.490,,,6266.00,1.63,1.34,0.260,[Fe/H],,4.14,,0.6659,,,
0,1,2,19.67232400,4.070,,,6486.00,1.49,1.10,-0.340,[Fe/H],,4.14,,0.5781,,,
0,1,2,,2.912,0.260,,6484.00,1.06,,,,,,,,,,
0,1,2,19.67167240,,,,6057.00,1.06,1.13,,,0.131,4.44,,1.3539,,,
0,1,2,19.67232400,,,,6057.00,1.06,1.13,,,0.131,4.44,,1.3539,,,
0,1,2,19.67226600,3.920,,,6486.00,1.49,1.10,-0.340,[Fe/H],,4.14,,0.4160,,,
0,1,2,19.67226600,3.920,,,6486.00,1.49,1.10,-0.340,[Fe/H],,4.14,,0.4160,,,
1,1,2,19.67226600,3.110,0.277,,6152.00,1.19,1.12,-0.020,[Fe/H],,4.34,3.020,,,,
0,1,2,32.65721200,3.780,,,6486.00,1.49,1.10,-0.340,[Fe/H],,4.14,,1.2499,,,
1,1,2,32.65721200,2.950,0.263,,6152.00,1.19,1.12,-0.020,[Fe/H],,4.34,3.020,,,,
0,1,2,32.65703500,3.730,,,6486.00,1.49,1.10,-0.340,[Fe/H],,4.14,,1.3979,,,
0,1,2,32.65703500,,,,6057.00,1.06,1.13,,,0.131,4.44,,1.3539,,,
0,1,2,32.65721200,3.780,,,6486.00,1.49,1.10,-0.340,[Fe/H],,4.14,,1.2499,,,
0,1,2,,2.673,0.238,,6484.00,1.06,,,,,,,,,,
0,1,2,32.65428815,,,,6057.00,1.06,1.13,,,0.131,4.44,,1.3539,,,
0,1,2,,2.770,0.247,,5255.00,0.78,,,,,,,,,,
0,1,2,12.20643040,,,,5095.00,0.81,0.85,,,-0.405,4.56,,2.3057,,,
1,1,2,12.20575130,3.200,0.285,,5355.00,0.84,0.88,-0.010,[Fe/H],,4.54,4.470,,,,
0,1,2,12.20575130,5.830,,,5254.00,1.51,0.94,0.210,[Fe/H],,4.05,,6.6361,,,
0,1,2,12.20598063,,,,5095.00,0.81,0.85,,,-0.405,4.56,,2.3057,,,
0,1,2,12.20643040,5.410,,,5254.00,1.51,0.94,0.210,[Fe/H],,4.05,,8.0106,,,
0,1,2,12.20575130,5.830,,,5254.00,1.51,0.94,0.210,[Fe/H],,4.05,,6.6361,,,
0,1,2,,2.464,0.220,,5255.00,0.78,,,,,,,,,,
0,1,2,6.65138020,4.870,,,5254.00,1.51,0.94,0.210,[Fe/H],,4.05,,5.9661,,,
0,1,2,6.65104254,,,,5095.00,0.81,0.85,,,-0.405,4.56,,2.3057,,,
0,1,2,6.65138020,4.870,,,5254.00,1.51,0.94,0.210,[Fe/H],,4.05,,5.9661,,,
0,1,2,6.65131890,4.810,,,5254.00,1.51,0.94,0.210,[Fe/H],,4.05,,6.2501,,,
1,1,2,6.65138020,2.660,0.237,,5355.00,0.84,0.88,-0.010,[Fe/H],,4.54,4.470,,,,
0,1,2,6.65131890,,,,5095.00,0.81,0.85,,,-0.405,4.56,,2.3057,,,
0,1,1,5.34260504,,,,4845.00,0.82,0.79,,,-0.472,4.50,,1.9782,,,
0,1,1,5.34264143,,,,4845.00,0.82,0.79,,,-0.472,4.50,,1.9782,,,
0,1,1,,2.058,0.184,,5098.00,0.80,,,,,,,,,,
0,1,1,5.34264143,1.720,,,5101.00,0.67,0.70,-0.500,[Fe/H],,4.63,,3.2787,,,
0,1,1,5.34264507,1.720,,,5094.00,0.67,0.70,-0.500,[Fe/H],,4.63,,3.3564,,,
0,1,1,5.34264507,1.720,,,5094.00,0.67,0.70,-0.500,[Fe/H],,4.63,,3.3564,,,
1,1,1,5.34264507,2.300,0.205,,5508.00,0.88,0.92,-0.010,[Fe/H],,4.52,3.890,,,,
0,1,1,21.09077580,1.800,,,5722.00,0.82,0.86,-0.360,[Fe/H],,4.54,,1.0092,,,
0,1,1,21.09079090,,,,5706.14,,,-0.019,[M/H],,,,,,,
0,1,1,21.09077580,1.800,,,5722.00,0.82,0.86,-0.360,[Fe/H],,4.54,,1.0092,,,
1,1,1,21.09077580,1.880,0.168,,5499.00,0.86,0.89,-0.100,[Fe/H],,4.53,4.270,,,,
0,1,1,21.09079090,1.880,,,5723.00,0.82,0.86,-0.360,[Fe/H],,4.55,,0.3444,,,
0,1,1,16.17823176,,,,5680.00,1.52,1.01,,,0.336,4.08,,0.4053,,,
0,1,1,16.17803000,,,,5680.00,1.52,1.01,,,0.336,4.08,,0.4053,,,
0,1,1,16.17803000,2.250,,,5929.00,1.07,1.08,0.140,[Fe/H],,4.41,,1.0322,,,
0,1,1,16.17795610,1.890,,,5929.00,1.07,1.08,0.140,[Fe/H],,4.41,,0.6356,,,
0,1,1,16.17795610,1.890,,,5929.00,1.07,1.08,0.140,[Fe/H],,4.41,,0.6356,,,
0,1,1,,3.026,0.270,,5926.00,1.44,,,,,,,,,,
1,1,1,16.17795610,1.780,0.159,,5812.00,1.02,1.02,0.040,[Fe/H],,4.43,4.170,,,,
0,1,1,4.48559215,0.950,,,3236.00,0.19,0.17,0.000,[Fe/H],,5.10,,59.1731,,,
0,1,1,,1.836,0.164,,3227.00,0.37,,,,,,,,,,
0,1,1,4.48558383,0.970,,,3227.00,0.20,0.18,0.000,[Fe/H],,5.08,,63.2850,,,
0,1,1,4.48556296,,,,3391.00,0.37,0.36,,,-1.780,4.85,,9.7846,,,
0,1,1,4.48559215,,,,3391.00,0.37,0.36,,,-1.780,4.85,,9.7846,,,
1,1,1,4.48558383,1.230,0.110,,3299.00,0.26,0.24,0.040,[Fe/H],,5.01,4.680,,,,
1,2,1,1107.59230000,11.874,1.059,483.00000,6210.00,1.79,1.22,-0.140,[Fe/H],,4.02,4.400,,8.4000,11.23,18.00
0,1,2,8.68907042,0.570,,,2703.00,0.12,0.10,0.000,[Fe/H],,5.27,,69.7309,,,
0,1,2,8.68907042,0.570,,,2703.00,0.12,0.10,0.000,[Fe/H],,5.27,,69.7309,,,
0,1,2,8.68910200,4.600,,,3888.00,0.61,0.52,,,,4.59,,,,,
0,1,2,8.68907042,0.570,,,2703.00,0.12,0.10,0.000,[Fe/H],,5.27,,69.7309,,,
0,1,2,8.68909000,1.080,0.096,,3240.00,0.25,0.22,-0.150,[Fe/H],,4.98,,,,,
0,1,2,8.68910764,0.490,,,2703.00,0.12,0.10,0.000,[Fe/H],,5.27,,52.0090,,,
1,1,2,8.68909900,1.017,0.091,,3240.00,0.23,0.20,-0.150,[M/H],-2.287,5.00,,,,,
0,1,2,8.68910764,,,,3269.00,0.23,0.20,,,-2.260,5.01,,22.9200,,,
1,1,2,19.53527000,1.060,0.095,,3240.00,0.23,0.20,-0.150,[M/H],-2.287,5.00,,,,,
0,1,2,19.53525510,,,,3269.00,0.23,0.20,,,-2.260,5.01,,22.9200,,,
0,1,2,19.53525510,0.530,,,2703.00,0.12,0.10,0.000,[Fe/H],,5.27,,72.2488,,,
0,1,2,8.18086953,2.460,,,5208.00,0.76,0.73,-0.320,[Fe/H],,4.55,,0.4249,,,
0,1,2,8.18086953,2.460,,,5208.00,0.76,0.73,-0.320,[Fe/H],,4.55,,0.4249,,,
0,1,2,8.18086126,,,,5155.00,0.73,0.87,,,-0.472,4.65,,3.1809,,,
1,1,2,8.18084800,2.320,0.207,,5211.00,0.77,,,,,4.54,,,,,
0,1,2,8.18089490,,,,5155.00,0.73,0.87,,,-0.472,4.65,,3.1809,,,
0,1,2,8.18087248,,,,5155.00,0.73,0.87,,,-0.472,4.65,,3.1809,,,
0,1,2,8.18086953,2.460,,,5208.00,0.76,0.73,-0.320,[Fe/H],,4.55,,0.4249,,,
0,1,2,8.18089490,2.100,,,5081.00,0.77,0.86,0.120,[Fe/H],,4.60,,2.2728,,,
0,1,2,8.18089600,2.250,,,5236.00,0.79,0.79,,,,4.54,10.500,,,,
0,1,2,,2.042,0.182,,5100.00,0.75,,,,,,,,,,
0,1,2,8.18086953,2.500,0.223,,5108.00,0.76,0.80,-0.120,[Fe/H],,4.58,5.010,,,,
0,1,2,15.31296388,,,,5155.00,0.73,0.87,,,-0.472,4.65,,3.1809,,,
0,1,2,15.31297659,2.240,,,5208.00,0.76,0.73,-0.320,[Fe/H],,4.55,,4.9278,,,
0,1,2,15.31297659,2.240,,,5208.00,0.76,0.73,-0.320,[Fe/H],,4.55,,4.9278,,,
0,1,2,15.31307000,2.490,,,5236.00,0.79,0.79,,,,4.54,10.500,,,,
0,1,2,,2.277,0.203,,5100.00,0.75,,,,,,,,,,
0,1,2,15.31289808,,,,5155.00,0.73,0.87,,,-0.472,4.65,,3.1809,,,
0,1,2,15.31290900,,,,5155.00,0.73,0.87,,,-0.472,4.65,,3.1809,,,
0,1,2,15.31296388,2.340,,,5081.00,0.77,0.86,0.120,[Fe/H],,4.60,,2.4915,,,
0,1,2,15.31297659,2.250,0.201,,5108.00,0.76,0.80,-0.120,[Fe/H],,4.58,5.010,,,,
0,1,2,15.31297659,2.240,,,5208.00,0.76,0.73,-0.320,[Fe/H],,4.55,,4.9278,,,
1,1,2,15.31299000,2.230,0.199,,5211.00,0.77,,,,,4.54,,,,,
0,1,1,1.53818153,0.750,,,3304.00,0.26,0.24,0.000,[Fe/H],,4.99,,10.1860,,,
0,1,1,,1.340,0.120,,3356.00,0.37,,,,,,,,,,
0,1,1,1.53818153,0.750,,,3304.00,0.26,0.24,0.000,[Fe/H],,4.99,,10.1860,,,
0,1,1,1.53818153,0.750,,,3304.00,0.26,0.24,0.000,[Fe/H],,4.99,,10.1860,,,
0,1,1,1.53817991,,,,3419.00,0.37,0.35,,,-1.783,4.86,,10.1546,,,
0,1,1,1.53818095,1.000,,,3364.00,0.27,0.26,-0.060,[Fe/H],,4.98,,0.6213,,,
0,1,1,1.53816250,1.540,,,3673.00,0.48,0.49,,,,4.76,13.900,,,,
1,1,1,1.53818001,0.960,0.086,,3410.00,0.33,0.33,-0.110,[Fe/H],-1.871,,,8.7300,,,
0,1,1,1.53818095,,,,3419.00,0.37,0.35,,,-1.783,4.86,,10.1546,,,
0,2,1,9.88515530,1.760,,,3545.00,0.32,0.32,-0.360,[Fe/H],,4.95,,0.5356,,,
0,2,1,9.88470000,1.150,,,3240.00,0.27,0.21,,,,4.90,,,,,
0,2,1,9.88515530,1.760,,,3545.00,0.32,0.32,-0.360,[Fe/H],,4.95,,0.5356,,,
0,2,1,9.87864610,1.600,,,3609.00,0.42,0.45,-0.060,[Fe/H],,4.84,,13.6374,,,
0,2,1,9.87864610,,,,3759.27,0.46,0.57,-0.021,[M/H],-1.418,4.87,,8.2227,,,
0,2,1,9.88515530,1.760,,,3545.00,0.32,0.32,-0.360,[Fe/H],,4.95,,0.5356,,,
1,2,1,9.87863917,1.840,0.164,,3713.00,0.50,0.52,-0.160,[Fe/H],-1.368,,,4.1000,,,
0,1,1,38.09707170,,,,,,,,,,,,,,,
0,1,1,38.09665972,,,,,,,,,,,,,,,
0,1,1,38.09723780,1.120,,,3482.00,0.35,0.36,-0.100,[Fe/H],,4.91,,5.5108,,,
0,1,1,38.09723780,1.120,,,3482.00,0.35,0.36,-0.100,[Fe/H],,4.91,,5.5108,,,
0,1,1,38.09824000,1.390,,,3885.00,0.50,0.52,,,,4.75,13.900,,,,
0,1,1,38.09707170,1.580,,,3554.00,0.40,0.43,-0.040,[Fe/H],,4.87,,0.2731,,,
0,1,1,38.09723780,1.120,,,3482.00,0.35,0.36,-0.100,[Fe/H],,4.91,,5.5108,,,
1,1,1,38.09722000,1.600,0.143,,3638.00,0.38,0.40,-0.300,[Fe/H],-1.638,4.88,3.200,7.0500,,31.18,
0,1,1,140.25251500,1.730,,,4771.00,0.70,0.68,-0.220,[Fe/H],,4.59,,3.5460,,,
0,1,1,140.25048410,,,,,,,,,,,,,,,
0,1,1,140.25251500,1.730,,,4771.00,0.70,0.68,-0.220,[Fe/H],,4.59,,3.5460,,,
1,1,1,140.25240000,2.170,0.194,,4807.00,0.69,0.72,-0.180,[Fe/H],-0.636,4.62,7.700,2.1600,,,
0,1,1,140.25194300,,,,,,,,,,,,,,,
0,1,1,,2.478,0.221,,4807.00,1.06,,,,,,,,,,
0,1,1,140.25251500,1.730,,,4771.00,0.70,0.68,-0.220,[Fe/H],,4.59,,3.5460,,,
0,1,1,140.25194300,1.840,,,4821.00,0.79,0.77,0.160,[Fe/H],,4.53,,3.7841,,,
1,1,1,1047.83560000,9.180,0.819,158.91500,5597.00,1.18,1.01,-0.088,[Fe/H],0.090,4.30,5.000,0.8760,2.0000,,
0,1,1,11.87290814,,,,6043.43,1.08,1.12,-0.296,[M/H],0.143,4.43,,1.2722,,,
0,1,1,11.87290083,1.940,,,6134.00,1.04,1.03,-0.240,[Fe/H],,4.42,,7.9345,,,
0,1,1,11.87290083,1.940,,,6134.00,1.04,1.03,-0.240,[Fe/H],,4.42,,7.9345,,,
0,1,1,11.87290814,2.250,,,6147.00,1.04,1.01,-0.180,[Fe/H],,4.41,,0.6485,,,
0,1,1,11.87290396,,,,6043.43,1.08,1.12,-0.296,[M/H],0.143,4.43,,1.2722,,,
0,1,1,11.87290083,1.940,,,6134.00,1.04,1.03,-0.240,[Fe/H],,4.42,,7.9345,,,
0,1,1,,2.292,0.204,,6002.00,1.06,,,,,,,,,,
1,1,1,11.87287870,2.213,0.197,5.00000,6148.00,1.03,1.03,-0.240,[Fe/H],,4.36,2.560,1.3000,3.5000,13.60,
0,1,1,11.87291400,2.530,,,5975.00,1.17,0.96,,,,4.28,7.800,,,,
0,1,1,31.57865934,4.470,,,5750.00,0.98,1.04,0.210,[Fe/H],,4.48,,31.4029,,,
0,1,1,31.57865934,4.470,,,5750.00,0.98,1.04,0.210,[Fe/H],,4.48,,31.4029,,,
0,1,1,31.57868000,4.980,,,5569.00,1.09,0.98,,,,4.36,8.700,,,,
0,1,1,31.57865122,4.520,,,5733.00,0.99,0.99,0.080,[Fe/H],,4.44,,31.1902,,,
1,1,1,31.57865900,5.020,0.448,48.60000,5731.00,1.10,1.03,0.190,[Fe/H],,4.37,6.310,,2.8000,,
0,1,1,31.57865122,,,,5696.00,1.05,1.01,0.110,[M/H],0.021,4.40,,1.2286,,,
0,1,1,31.57865226,,,,5696.00,1.05,1.01,0.110,[M/H],0.021,4.40,,1.2286,,,
0,1,1,31.57865934,4.470,,,5750.00,0.98,1.04,0.210,[Fe/H],,4.48,,31.4029,,,
1,1,1,3.84937278,11.994,1.070,1868.84040,6216.00,2.89,1.45,-0.180,[m/H],,3.67,,0.1130,33.9500,,
0,1,1,3.84937150,13.100,,,6244.00,2.99,1.48,-0.160,[Fe/H],,3.66,,0.2082,,,
0,1,1,3.84937240,11.800,,,6391.00,2.60,1.61,,,,3.81,2.010,,,,
0,1,1,3.84937150,13.100,,,6244.00,2.99,1.48,-0.160,[Fe/H],,3.66,,0.2082,,,
0,1,1,3.84937174,12.940,,,6244.00,2.99,1.48,-0.160,[Fe/H],,3.66,,0.2246,,,
0,1,1,3.84937174,,,,5843.47,3.91,1.05,-0.247,[M/H],1.206,3.27,,0.0247,,,
0,1,1,3.84937150,13.100,,,6244.00,2.99,1.48,-0.160,[Fe/H],,3.66,,0.2082,,,
0,1,3,7.65024380,,,,5230.00,0.78,0.89,,,-0.385,4.60,,2.6256,,,
0,1,3,7.65023579,,,,5230.00,0.78,0.89,,,-0.385,4.60,,2.6256,,,
0,1,3,7.65024351,2.300,,,5409.00,0.75,0.83,-0.300,[Fe/H],,4.61,,3.3687,,,
0,1,3,7.65024192,2.390,,,5413.00,0.76,0.82,-0.280,[Fe/H],,4.59,,3.3925,,,
0,1,3,7.65026200,2.600,,,5432.00,0.78,0.88,,,,4.60,0.800,,,,
0,1,3,7.65024192,2.390,,,5413.00,0.76,0.82,-0.280,[Fe/H],,4.59,,3.3925,,,
1,1,3,7.65025400,2.270,0.203,,5413.00,0.74,,,,,4.62,,,,,
0,1,3,7.65024192,2.640,0.236,,5350.00,0.83,0.88,-0.030,[Fe/H],,4.55,4.470,,,,
0,1,3,,2.416,0.216,,5175.00,0.78,,,,,,,,,,
0,1,3,7.65024351,,,,5230.00,0.78,0.89,,,-0.385,4.60,,2.6256,,,
0,1,3,7.65024192,2.390,,,5413.00,0.76,0.82,-0.280,[Fe/H],,4.59,,3.3925,,,
0,1,3,,2.523,0.225,,5175.00,0.78,,,,,,,,,,
0,1,3,34.25951418,2.410,,,5409.00,0.75,0.83,-0.300,[Fe/H],,4.61,,2.8976,,,
0,1,3,34.25951372,2.490,,,5413.00,0.76,0.82,-0.280,[Fe/H],,4.59,,2.8320,,,
0,1,3,34.25951418,,,,5230.00,0.78,0.89,,,-0.385,4.60,,2.6256,,,
0,1,3,34.26062000,2.700,,,5432.00,0.78,0.88,,,,4.60,0.800,,,,
0,1,3,34.25951372,2.490,,,5413.00,0.76,0.82,-0.280,[Fe/H],,4.59,,2.8320,,,
0,1,3,34.25954112,,,,5230.00,0.78,0.89,,,-0.385,4.60,,2.6256,,,
0,1,3,34.25955106,,,,5230.00,0.78,0.89,,,-0.385,4.60,,2.6256,,,
0,1,3,34.25951372,2.490,,,5413.00,0.76,0.82,-0.280,[Fe/H],,4.59,,2.8320,,,
0,1,3,34.25951372,2.730,0.244,,5350.00,0.83,0.88,-0.030,[Fe/H],,4.55,4.470,,,,
1,1,3,34.26028100,2.380,0.212,,5413.00,0.74,,,,,4.62,,,,,
0,1,3,1.55400192,,,,5230.00,0.78,0.89,,,-0.385,4.60,,2.6256,,,
0,1,3,1.55400393,1.580,,,5413.00,0.76,0.82,-0.280,[Fe/H],,4.59,,2.4530,,,
0,1,3,1.55400393,1.580,,,5413.00,0.76,0.82,-0.280,[Fe/H],,4.59,,2.4530,,,
0,1,3,1.55400389,,,,5230.00,0.78,0.89,,,-0.385,4.60,,2.6256,,,
0,1,3,1.55399806,,,,5230.00,0.78,0.89,,,-0.385,4.60,,2.6256,,,
0,1,3,,1.667,0.149,,5175.00,0.78,,,,,,,,,,
0,1,3,1.55400393,1.580,,,5413.00,0.76,0.82,-0.280,[Fe/H],,4.59,,2.4530,,,
0,1,3,1.55400389,1.590,,,5409.00,0.75,0.83,-0.300,[Fe/H],,4.61,,2.5473,,,
0,1,3,1.55400100,1.700,,,5432.00,0.78,0.88,,,,4.60,0.800,,,,
1,1,3,1.55400393,1.730,0.154,,5350.00,0.83,0.88,-0.030,[Fe/H],,4.55,4.470,,,,
1,2,1,175.06000000,3.870,0.345,17.00000,5100.00,0.76,0.84,-0.120,[M/H],,4.66,2.000,,2.5000,24.44,
0,1,1,17.60460628,2.630,,,3743.00,0.49,0.51,0.060,[Fe/H],,4.76,,0.9029,,,
0,1,1,17.60460628,2.630,,,3743.00,0.49,0.51,0.060,[Fe/H],,4.76,,0.9029,,,
1,1,1,17.60460000,3.304,0.295,,3844.00,0.63,0.61,,,-1.109,4.63,,3.4672,,,
0,1,1,17.60461401,,,,3844.00,0.63,0.61,,,-1.109,4.63,,3.4672,,,
0,1,1,17.60443700,3.160,,,3905.00,0.65,0.63,,,,4.61,0.000,,,,
0,1,1,17.60459942,,,,3844.00,0.63,0.61,,,-1.109,4.63,,3.4672,,,
0,1,1,17.60460628,2.630,,,3743.00,0.49,0.51,0.060,[Fe/H],,4.76,,0.9029,,,
0,1,1,17.60461401,2.640,,,3744.00,0.52,0.53,0.060,[Fe/H],,4.74,,1.2960,,,
0,1,1,14.38682567,,,,5735.81,,,0.370,[M/H],,,,,,,
0,1,1,14.38682567,2.540,,,5725.00,1.07,0.94,0.000,[Fe/H],,4.35,,13.1661,,,
0,1,1,14.38681090,2.750,,,5914.00,1.15,1.08,0.160,[Fe/H],,4.35,,12.2231,,,
0,1,1,14.38681626,,,,5735.81,,,0.370,[M/H],,,,,,,
0,1,1,14.38678600,2.500,,,5812.00,1.05,0.94,,,,4.37,8.200,,,,
0,1,1,14.38681090,2.750,,,5914.00,1.15,1.08,0.160,[Fe/H],,4.35,,12.2231,,,
0,1,1,14.38681090,2.750,,,5914.00,1.15,1.08,0.160,[Fe/H],,4.35,,12.2231,,,
1,1,1,14.38680000,3.033,0.271,,5735.81,,,0.370,[M/H],,,,,,,
0,1,1,11.95474513,5.150,,,5059.00,1.66,0.95,0.240,[Fe/H],,3.98,,5.9654,,,
0,1,1,11.95475266,2.310,,,5098.00,0.79,0.75,-0.140,[Fe/H],,4.52,,11.2926,,,
0,1,1,11.95475266,2.310,,,5098.00,0.79,0.75,-0.140,[Fe/H],,4.52,,11.2926,,,
1,1,1,11.95480000,2.839,0.253,,5049.84,0.78,0.84,-0.013,[M/H],-0.450,4.58,,2.5229,,,
0,1,1,11.95474513,,,,5049.84,0.78,0.84,-0.013,[M/H],-0.450,4.58,,2.5229,,,
0,1,1,11.95475464,,,,5049.84,0.78,0.84,-0.013,[M/H],-0.450,4.58,,2.5229,,,
0,1,1,11.95477600,2.300,,,5088.00,0.76,0.75,,,,4.55,13.900,,,,
0,1,1,11.95475266,2.310,,,5098.00,0.79,0.75,-0.140,[Fe/H],,4.52,,11.2926,,,
1,1,2,25.84760000,2.883,0.257,,6293.00,1.15,1.23,,,0.268,4.41,,1.1526,,,
0,1,2,25.84723000,2.550,,,6317.00,1.07,1.14,,,,4.44,0.410,,,,
0,1,2,25.84745960,2.570,,,6297.00,1.03,1.08,-0.200,[Fe/H],,4.45,,0.7005,,,
0,1,2,25.84749580,2.400,,,6297.00,1.03,1.08,-0.200,[Fe/H],,4.45,,1.0791,,,
0,1,2,25.84745960,2.570,,,6297.00,1.03,1.08,-0.200,[Fe/H],,4.45,,0.7005,,,
0,1,2,25.84781795,,,,6293.00,1.15,1.23,,,0.268,4.41,,1.1526,,,
0,1,2,25.84745960,2.570,,,6297.00,1.03,1.08,-0.200,[Fe/H],,4.45,,0.7005,,,
0,1,2,25.84749580,,,,6293.00,1.15,1.23,,,0.268,4.41,,1.1526,,,
0,1,2,40.71556100,2.700,,,6297.00,1.03,1.08,-0.200,[Fe/H],,4.45,,1.1255,,,
1,1,2,40.71570000,3.236,0.289,,6293.00,1.15,1.23,,,0.268,4.41,,1.1526,,,
0,1,2,40.71554030,2.970,,,6297.00,1.03,1.08,-0.200,[Fe/H],,4.45,,1.0005,,,
0,1,2,40.71554030,2.970,,,6297.00,1.03,1.08,-0.200,[Fe/H],,4.45,,1.0005,,,
0,1,2,40.71554030,2.970,,,6297.00,1.03,1.08,-0.200,[Fe/H],,4.45,,1.0005,,,
0,1,2,40.71583266,,,,6293.00,1.15,1.23,,,0.268,4.41,,1.1526,,,
0,1,2,40.71556100,,,,6293.00,1.15,1.23,,,0.268,4.41,,1.1526,,,
0,1,2,40.71652000,3.000,,,6317.00,1.07,1.14,,,,4.44,0.410,,,,
0,1,1,83.57752000,4.200,,,6188.00,1.38,1.12,,,,4.20,4.700,,,,
0,1,1,83.57819760,6.630,,,6056.00,2.56,1.47,0.260,[Fe/H],,3.79,,1.2070,,,
0,1,1,83.57832590,3.780,,,6190.00,1.40,1.09,-0.100,[Fe/H],,4.18,,0.6905,,,
0,1,1,83.57819760,,,,5941.54,1.09,1.09,-0.260,[M/H],0.123,4.40,,1.1948,,,
0,1,1,83.57832590,3.780,,,6190.00,1.40,1.09,-0.100,[Fe/H],,4.18,,0.6905,,,
1,1,1,83.57810000,2.984,0.266,,5941.54,1.09,1.09,-0.260,[M/H],0.123,4.40,,1.1948,,,
0,1,1,83.57858781,,,,5941.54,1.09,1.09,-0.260,[M/H],0.123,4.40,,1.1948,,,
0,1,1,83.57832590,3.780,,,6190.00,1.40,1.09,-0.100,[Fe/H],,4.18,,0.6905,,,
0,1,1,15.43397750,4.470,,,5900.00,0.95,1.06,0.070,[Fe/H],,4.51,,0.7426,,,
0,1,1,15.43397750,4.470,,,5900.00,0.95,1.06,0.070,[Fe/H],,4.51,,0.7426,,,
0,1,1,15.43396148,,,,5542.00,1.02,0.98,,,-0.056,4.41,,1.3120,,,
0,1,1,15.43410000,3.500,,,5645.00,0.79,1.02,,,,4.65,,,,,
0,1,1,15.43400996,,,,5542.00,1.02,0.98,,,-0.056,4.41,,1.3120,,,
1,1,1,15.43400000,4.348,0.388,,5542.00,1.02,0.98,,,-0.056,4.41,,1.3120,,,
0,1,1,15.43397750,4.470,,,5900.00,0.95,1.06,0.070,[Fe/H],,4.51,,0.7426,,,
0,1,1,15.43400996,4.300,,,5900.00,0.95,1.06,0.070,[Fe/H],,4.51,,0.7572,,,
1,1,1,9.51216000,2.780,0.248,,4303.00,0.71,0.67,,,-0.803,4.56,,2.5935,,,
0,1,1,9.51221128,2.400,,,4056.00,0.56,0.57,-0.230,[Fe/H],,4.70,,2.4893,,,
0,1,1,9.51212300,1.830,,,4265.00,0.56,0.58,,,,4.71,13.900,,,,
0,1,1,9.51221128,2.400,,,4056.00,0.56,0.57,-0.230,[Fe/H],,4.70,,2.4893,,,
0,1,1,9.51216177,,,,4303.00,0.71,0.67,,,-0.803,4.56,,2.5935,,,
0,1,1,9.51220046,,,,4303.00,0.71,0.67,,,-0.803,4.56,,2.5935,,,
0,1,1,9.51220046,1.990,,,4224.00,0.60,0.61,-0.200,[Fe/H],,4.66,,3.3356,,,
0,1,1,9.51221128,2.400,,,4056.00,0.56,0.57,-0.230,[Fe/H],,4.70,,2.4893,,,
0,2,4,4.39315768,1.410,,,4799.00,0.69,0.78,-0.020,[Fe/H],,4.63,,2.6455,,,
0,2,4,4.39315983,,,,4826.67,0.76,0.78,0.081,[M/H],-0.552,4.57,,2.5382,,,
0,2,4,4.39315652,1.530,0.136,,4888.00,0.74,0.80,-0.020,[Fe/H],,4.61,2.570,,,,
